uniqueId,uid,NormCode,SOQ
65000311,888229,101,48
20098611,888229,005,1
21088945,888229,005,36
21141185,888229,101,32
21141202,888229,101,2
21189002,888229,005,1
67158723,888229,005,1
20271671,888229,005,1
65000044,888229,001,20
65000173,888229,005,1
21038323,888229,005,1
20260325,888229,011,32
20271669,888229,405,1
65000048,888229,105,1
21087824,888229,005,1
21031712,888229,001,12
68520982,888229,005,6
20271668,888229,401,40
67606813,888229,005,1
21055185,888229,411,48
21152627,888229,001,3
21188999,888229,005,1
21039240,888229,005,1
21018875,888229,005,1
21141200,888229,005,20
65000099,888229,005,20
21141201,888229,105,1
21090467,888229,005,1
21051154,888229,400,1
21087816,888229,005,1
20064019,888229,005,1
65000047,888229,005,1
65038606,888229,005,48
21141359,888229,101,26
21031720,888230,001,4
20260325,888230,001,15
21018875,888230,001,16
21090468,888230,005,12
21087826,888230,005,1
21038334,888230,005,24
21141184,888230,005,6
21051152,888230,005,1
20064019,888230,101,12
20067720,888230,005,1
65000094,888230,005,28
65000044,888230,005,1
65000099,888230,105,4
67158725,888230,400,20
21087822,888230,005,1
65000315,888230,001,19
65000311,888230,005,12
21038477,888230,400,18
21036758,888230,005,36
21051153,888230,011,24
21141356,888230,101,16
21083504,888230,105,1
68362182,888230,001,16
68362159,888230,411,5
65000173,888230,005,1
68195038,888230,105,6
21031713,888230,401,4
21090925,888230,001,16
65000302,888230,005,30
21189377,888230,005,1
21088608,888230,005,1
68362155,888230,005,4
21087820,888230,005,1
21188999,888230,005,1
68362181,888230,405,3
21087815,888230,005,1
21152629,888230,001,6
68594505,888230,005,1
21141200,888230,400,12
65000313,888230,005,1
21141354,888230,400,1
65000174,888230,101,5
68558777,888230,105,4
21028785,888230,001,3
21028787,888230,001,6
21087374,888230,101,1
20223740,888230,005,16
20223744,888230,005,16
21055185,888230,401,48
21031721,888230,005,20
21039240,888230,005,1
20272817,888230,005,1
21038318,888230,011,5
65000098,888230,005,1
21039239,888230,401,2
21189303,888230,005,1
21189189,888230,001,6
68362180,888230,111,48
21152627,888230,005,20
21051151,888230,101,48
65036972,888230,101,48
21090467,888230,005,1
21038476,888230,001,6
67606813,888230,005,1
65000047,888230,005,1
20296649,888231,005,1
65000175,888231,005,1
21038320,888231,400,12
20260326,888231,005,1
21038483,888231,005,12
65038606,888231,105,1
67500261,888231,405,2
65000043,888231,001,36
21189002,888231,401,3
21141353,888231,105,1
68362181,888231,005,1
20260325,888231,005,24
67158727,888231,005,1
20280036,888231,001,6
65038603,888231,005,1
21031713,888231,101,4
21090926,888231,005,20
21028788,888231,011,36
21038476,888231,001,4
65000309,888231,005,1
21087820,888231,411,36
65000097,888231,005,1
65000301,888231,005,12
21131510,888231,005,20
65000052,888231,001,24
21038481,888231,001,2
21031714,888231,005,1
67070314,888231,005,1
65000101,888231,400,1
21189303,888231,005,36
20098611,888231,401,40
21051154,888231,001,16
21188999,888231,401,1
21038480,888231,111,120
21088608,888231,400,1
21051153,888231,101,3
21031722,888231,005,1
21028787,888231,005,1
21189196,888231,001,3
21141356,888231,005,1
65000047,888231,005,24
67606813,888231,005,16
20271669,888231,005,1
65025137,888231,005,1
21039239,888231,111,16
65000173,888231,001,4
21087825,888231,005,28
21152627,888231,001,6
21087377,888231,005,1
65000045,888231,005,6
68362154,888231,005,3
21141354,888231,005,1
21068907,888231,105,4
65000102,888231,005,1
65000311,888231,005,1
68362155,888231,001,2
21141200,888231,111,48
21031720,888231,105,3
21051151,888231,001,1
65036972,888231,001,1
65000209,888231,005,1
21071761,888231,005,1
21031712,888231,401,24
65000208,888231,005,30
20273957,888231,101,29
65000177,888231,001,2
21189196,888232,005,12
21087821,888232,005,48
65000097,888232,005,1
21087379,888232,001,24
20276669,888232,005,1
65000050,888232,005,1
21031713,888232,001,1
67017903,888232,005,1
68362181,888232,005,20
68362155,888232,001,16
67158727,888232,411,18
68594505,888232,111,5
21038483,888232,401,40
21189185,888232,005,12
21031714,888232,401,2
67070314,888232,401,2
65000313,888232,400,12
21087372,888232,005,1
20271670,888232,005,1
21087826,888232,411,5
65025035,888232,005,1
21088945,888232,001,1
21087819,888232,005,1
21038481,888232,005,1
20067720,888232,005,1
68362158,888232,001,24
21087366,888232,005,28
21142890,888232,005,30
65000048,888232,005,1
20064019,888232,105,2
65000209,888232,011,2
21087368,888232,111,16
20272817,888232,005,1
65000173,888232,101,48
65000208,888232,401,1
65000311,888232,101,39
68195038,888232,001,1
21090925,888232,005,6
20260326,888232,101,72
21087377,888232,005,16
21038477,888232,005,1
65000100,888232,001,1
21038482,888232,005,1
21038318,888232,005,20
21028785,888232,105,1
21141183,888232,105,2
20223740,888232,005,36
20223744,888232,005,36
21051153,888232,011,2
20098611,888232,005,1
21038480,888232,001,2
21031718,888232,105,1
68520982,888232,005,1
65000058,888232,405,1
65038603,888232,005,1
21141353,888232,005,1
65000177,888232,005,1
20271665,888232,001,24
21141201,888232,001,24
20271669,888232,101,2
21039240,888232,005,1
21071761,888232,401,48
21189303,888232,401,2
68520973,888232,005,1
21087377,888234,111,5
21031719,888234,401,48
68421177,888234,111,8
21189192,888234,005,1
21028785,888234,005,24
21038476,888234,101,12
21055185,888234,005,1
21031712,888234,401,3
20280036,888234,005,1
21152627,888234,005,12
21026564,888234,005,30
21088946,888234,101,16
65000047,888234,005,1
67386922,888234,005,20
67386924,888234,005,20
65000048,888234,005,28
21038318,888234,411,11
67606813,888234,005,2
65000176,888234,005,1
68644416,888234,005,1
21141359,888234,101,96
21039239,888234,001,48
21028788,888234,001,4
21087372,888234,001,6
65000097,888234,101,96
20280037,888234,005,12
65000175,888234,005,36
21031721,888234,011,12
68362181,888234,005,1
21087819,888234,005,1
65000178,888234,005,1
65000174,888234,001,24
20296649,888234,005,1
21189377,888234,005,2
20296453,888234,011,10
68520982,888234,005,1
20260325,888234,005,6
67017903,888234,005,1
21068907,888234,001,11
65000052,888234,005,1
21031720,888234,005,1
20276669,888234,011,10
21152629,888234,005,16
65000315,888234,105,11
67158725,888234,005,24
21088608,888234,005,1
21090925,888234,001,24
21031723,888234,001,24
21141202,888234,401,1
20064019,888234,105,12
21141355,888234,401,18
20093126,888234,005,2
20260326,888234,005,1
20271671,888234,001,5
21189196,888234,005,1
68362156,888234,005,1
65000045,888234,400,12
20098611,888234,405,12
67052108,888234,401,20
67158723,888234,105,3
21087826,888234,001,8
65038606,888234,401,5
20067720,888234,005,20
21028789,888234,001,8
65025137,888234,105,7
65000173,888239,401,3
20271665,888239,005,20
67526330,888239,105,2
67898916,888239,105,2
68148519,888239,105,2
21039239,888239,105,2
21031718,888239,005,1
65000048,888239,101,288
21038323,888239,005,1
21031719,888239,005,1
21141184,888239,101,87
20098682,888239,005,1
21095090,888239,101,3
21189196,888239,401,5
21031720,888239,011,54
21038476,888239,001,16
21051154,888239,005,1
65000311,888239,405,2
21141185,888239,005,1
65000177,888239,401,120
21152629,888239,005,36
21088946,888239,001,24
21087368,888239,005,1
21051151,888239,005,1
65036972,888239,005,1
67052108,888239,005,6
67158723,888239,005,1
68644416,888239,001,24
21031713,888239,005,1
21131510,888239,005,1
21031722,888239,005,1
21028788,888239,005,12
21083504,888239,005,16
65000207,888239,001,48
20272817,888239,101,5
21088945,888239,101,192
65000323,888239,005,60
21090468,888239,005,20
21141202,888239,411,140
20271670,888239,011,32
20093128,888239,005,24
68594505,888239,105,3
68362182,888239,001,24
65000100,888239,001,72
68362155,888239,005,1
21087819,888239,005,1
21141352,888239,005,84
20280037,888239,111,32
67158727,888239,401,1
21026564,888239,400,12
21087816,888239,105,3
20223740,888239,005,72
20223744,888239,005,72
65000103,888239,005,1
21090467,888239,001,24
65000178,888239,011,32
21087372,888239,005,1
67158725,888239,005,36
67606813,888239,001,16
21039240,888239,401,108
21055185,888239,005,1
21038477,888239,401,1
20098611,888239,001,32
68195031,888239,005,1
21087374,888239,005,1
21189377,888239,005,1
68362180,888239,005,1
68644416,888241,001,2
20271665,888241,105,3
65000048,888241,005,1
21087821,888241,005,30
21083504,888241,005,16
20276669,888241,005,1
67014611,888241,005,12
65025137,888241,005,1
21026564,888241,401,1
67017903,888241,101,5
21039240,888241,401,36
68362182,888241,005,28
65000323,888241,005,1
68421177,888241,005,1
67526330,888241,101,29
67898916,888241,101,29
68148519,888241,101,29
21141185,888241,005,1
21152627,888241,101,48
21141200,888241,005,24
21087368,888241,111,3
65000100,888241,005,1
65000046,888241,401,2
67386922,888241,005,1
67386924,888241,005,1
65000177,888241,005,1
21028785,888241,001,2
65000058,888241,005,1
68362180,888241,011,2
21141202,888241,105,3
21141359,888241,005,1
21141610,888241,411,3
21090925,888241,005,36
68195031,888241,101,16
65000043,888241,400,12
65000174,888241,001,3
21038481,888241,101,48
21135330,888241,405,4
21038478,888241,105,3
65000094,888241,001,24
68520973,888241,001,24
21090467,888241,005,2
21036758,888241,005,1
21189377,888241,105,4
21038320,888241,005,12
21142890,888241,005,1
21087815,888241,005,6
21028789,888241,005,1
68362154,888241,001,16
21039239,888241,001,2
21141352,888241,005,1
65000103,888241,401,48
21031723,888241,005,20
21087365,888241,401,40
67500261,888241,005,1
21051154,888241,001,1
21087816,888241,005,1
21087825,888241,005,1
20067720,888241,005,1
65000098,888241,005,1
21141356,888241,005,20
21031721,888241,001,24
65000101,888241,001,3
21088945,888241,401,5
65000315,888241,001,2
21087374,888241,005,24
20296649,888241,011,24
21038482,888242,005,1
21090467,888242,005,1
65000048,888242,005,1
68362158,888242,005,1
21071761,888242,001,24
21038477,888242,005,24
67158725,888242,111,72
20064019,888242,105,3
21087822,888242,400,12
21141184,888242,005,1
20271669,888242,401,40
67014611,888242,005,1
21028787,888242,001,5
68362156,888242,005,12
21038480,888242,005,12
21087815,888242,001,48
65000302,888242,105,3
21142890,888242,101,16
67613440,888242,005,48
21087365,888242,005,1
20271668,888242,005,20
65000100,888242,005,1
20271670,888242,005,6
21031713,888242,101,39
21031721,888242,105,1
67500261,888242,005,1
65000052,888242,005,1
20271665,888242,005,1
21087820,888242,001,2
65000313,888242,001,2
20093126,888242,005,1
21028788,888242,005,1
65000101,888242,005,1
20280037,888242,401,7
21152629,888242,005,1
20272817,888242,005,30
68362181,888242,005,28
65000099,888242,411,4
21087823,888242,005,20
65000047,888242,401,3
20276672,888242,405,2
68362155,888242,101,48
21038483,888242,105,3
65000323,888242,005,1
65000050,888242,001,2
21087366,888242,005,16
65000058,888242,005,1
21189377,888242,101,3
21038476,888242,401,2
21087821,888242,005,1
67052108,888242,005,1
21087816,888242,411,72
21189002,888242,001,24
67158723,888242,111,3
21028789,888242,005,1
21051154,888242,005,1
21038318,888242,401,36
20098611,888242,005,36
21051153,888242,011,3
21141183,888243,005,12
67014611,888243,011,7
21031720,888243,105,3
21038482,888243,105,2
68520973,888243,001,24
21031722,888243,005,1
21087368,888243,105,3
68362154,888243,001,24
65025136,888243,005,20
21189189,888243,411,72
65000099,888243,005,1
67500261,888243,401,1
21141352,888243,411,80
65000098,888243,005,1
20067720,888243,005,1
20260326,888243,111,3
20271668,888243,005,2
21087815,888243,001,36
21087823,888243,105,3
21088946,888243,005,1
65000177,888243,005,2
21141354,888243,011,32
21090467,888243,005,20
21142889,888243,011,24
21141202,888243,111,32
68520982,888243,111,72
67606813,888243,011,16
20098611,888243,005,1
68362182,888243,005,6
21141200,888243,111,6
67158727,888243,005,1
21051153,888243,111,24
21087371,888243,400,12
21087820,888243,005,36
20271665,888243,005,1
21038481,888243,101,49
21038483,888243,005,1
68644416,888243,005,1
21031712,888243,005,1
21189196,888243,405,2
21087365,888243,005,24
65000046,888243,005,24
21039239,888243,005,1
20276669,888243,401,3
21031723,888243,011,1
20064019,888243,005,2
21068907,888243,005,16
21087826,888243,411,54
20296649,888243,005,1
21031719,888243,005,1
21026564,888243,005,30
65000102,888243,005,48
21051152,888243,001,2
65038606,888243,005,84
21141185,888243,001,24
65000178,888243,411,3
68362180,888243,005,2
21141184,888243,005,1
68362159,888243,005,3
21038318,888243,005,1
20093126,888243,401,5
21028785,888244,005,1
21141200,888244,005,1
20271669,888244,011,62
21141353,888244,005,1
21189377,888244,005,1
21087825,888244,001,113
20280036,888244,101,1992
65025031,888244,005,12
21141354,888244,101,448
65000044,888244,005,5
21083504,888244,005,1
20093128,888244,001,120
21087821,888244,005,1224
65025136,888244,111,961
21087366,888244,005,10
20272817,888244,105,32
65025035,888244,401,7
65000313,888244,005,1
21038483,888244,005,828
67606813,888244,001,720
21031721,888244,401,1880
21135330,888244,005,5
21028789,888244,101,27
67158723,888244,005,1
21038318,888244,005,16
21087819,888244,105,19
65000097,888244,005,380
21141610,888244,105,13
67052108,888244,005,20
65000174,888244,101,167
20271671,888244,005,1
65000102,888244,005,1232
68421177,888244,005,6
21189189,888244,005,11
21018875,888244,001,90
65000311,888244,001,336
21031712,888244,400,12
65000103,888244,005,384
20271665,888244,005,13
21087820,888244,001,580
65000302,888244,401,19
21141184,888244,005,11
21087815,888244,005,5
20098611,888244,401,1632
21087365,888244,011,120
67158727,888244,005,1
20276669,888244,005,1
21028784,888244,001,168
21026564,888244,005,12
21087823,888244,105,16
21090925,888244,401,1
21031718,888244,005,720
65000046,888244,005,1
68362155,888244,101,1248
65000100,888244,001,32
67158725,888244,011,702
67613440,888244,411,2016
21142890,888244,005,9
21038480,888244,401,160
21055185,888244,011,900
20296649,888244,001,109
68644416,888244,005,1
21152627,888244,405,20
65000047,888244,001,240
20223740,888245,005,630
20223744,888245,005,630
65000174,888245,105,16
20296453,888245,011,132
21087819,888245,105,5
21087815,888245,011,1512
21031720,888245,001,320
65000050,888245,111,624
21028786,888245,005,1
21088608,888245,005,440
21087826,888245,005,1
21141610,888245,005,1
21038478,888245,005,720
21039239,888245,101,2184
21038334,888245,005,4
68558777,888245,005,2
20093126,888245,005,1
68362181,888245,111,96
21038323,888245,011,368
65000058,888245,005,1
68644416,888245,001,62
21018875,888245,011,1728
65000048,888245,005,1
65000044,888245,005,5
21142890,888245,401,4014
21026564,888245,005,1224
21031718,888245,005,2
21051154,888245,001,408
68362180,888245,401,7
68362158,888245,101,8
21087374,888245,001,680
21087377,888245,005,1
20280036,888245,005,6
21031714,888245,005,12
67070314,888245,005,12
21188999,888245,405,19
65000207,888245,401,6
20296649,888245,111,1103
21028784,888245,005,12
21028787,888245,001,72
21189377,888245,005,3
21141353,888245,001,360
21031721,888245,005,6
21090468,888245,005,4
21189196,888245,401,66
21087365,888245,005,1
65038603,888245,401,1128
21068907,888245,005,2128
21189189,888245,001,60
21051152,888245,005,4
21141354,888245,105,16
21087825,888245,005,1
21189185,888245,001,192
20098611,888245,005,1
65025136,888245,005,16
68520982,888245,401,4
65000046,888245,005,4
65000175,888245,005,1
20271669,888245,005,20
67606813,888245,411,1160
21051153,888245,101,3048
21131510,888245,105,11
21088946,888245,400,12
20271665,888245,005,2
65000101,888246,105,4
68362180,888246,105,10
21028786,888246,005,6
21087379,888246,101,5
21087821,888246,011,32
65000207,888246,005,3
68195031,888246,001,5
21141202,888246,005,1
65000176,888246,001,40
21031719,888246,011,7
21087825,888246,011,72
21031722,888246,111,288
21141183,888246,005,1
20260325,888246,001,72
21028789,888246,011,3
21038482,888246,001,3
65000100,888246,011,5
21087815,888246,011,48
21131510,888246,401,5
68594505,888246,101,29
21087371,888246,405,10
21087816,888246,005,60
65000301,888246,001,6
21088946,888246,001,6
65000209,888246,011,48
65025136,888246,005,72
21031712,888246,005,1
21038481,888246,401,4
65000323,888246,005,4
21141184,888246,001,7
65000099,888246,005,24
21090468,888246,411,72
20280037,888246,105,5
21088608,888246,005,60
20223740,888246,005,1
20223744,888246,005,1
21038480,888246,001,8
21055185,888246,005,16
67158727,888246,005,1
21141356,888246,011,7
20280036,888246,011,96
20271671,888246,111,312
21087822,888246,005,40
20271665,888246,005,2
21031723,888246,411,100
67017903,888246,005,3
21028787,888246,401,3
65000058,888246,400,12
21038334,888246,005,3
65000052,888246,401,2
21095090,888246,005,90
21068907,888246,005,140
65038603,888246,001,3
21189185,888246,001,7
21141359,888246,001,6
21071761,888246,005,1
20260326,888246,101,4
67500261,888246,005,2
21028784,888246,005,1
21051152,888246,005,2
65000313,888246,005,1
21087820,888246,005,2
21090467,888246,001,4
20103643,888246,005,2
21142889,888246,005,2
65038606,888246,011,48
21090926,888246,005,2
21038320,888246,005,1
68362159,888246,001,7
21031721,888246,001,168
21031714,888246,105,7
67070314,888246,105,7
20271669,888246,011,48
21083504,888246,005,120
68362158,888246,411,312
20067720,888246,005,12
65000046,888246,001,72
68362154,888246,111,48
65000045,888246,005,2
65025031,888246,011,48
21038320,888247,005,1
21095090,888247,005,1
68195031,888247,005,1
65000045,888247,401,4
20280037,888247,411,5
21031719,888247,005,24
21038480,888247,005,1
21141354,888247,005,1
21135330,888247,011,6
68594505,888247,005,28
67158727,888247,005,1
21087819,888247,105,5
65000313,888247,005,30
68362182,888247,005,1
21087821,888247,005,1
65000043,888247,105,5
21141353,888247,005,1
65000302,888247,005,16
21141184,888247,105,4
21038483,888247,005,1
20271670,888247,005,1
65000209,888247,400,12
20280036,888247,011,3
68362181,888247,011,3
21087372,888247,101,32
21068907,888247,111,39
68520982,888247,001,10
21087825,888247,011,3
65000050,888247,005,20
65000048,888247,005,1
21031722,888247,005,1
68558777,888247,005,24
21028785,888247,401,31
21087816,888247,111,5
20098611,888247,001,48
21038482,888247,005,1
67014611,888247,005,1
68362156,888247,111,216
21051153,888247,005,1
21087822,888247,005,1
21028788,888247,005,1
21031723,888247,005,12
65000173,888247,005,1
67613440,888247,011,20
21141202,888247,005,20
65000046,888247,405,4
21026564,888247,401,80
21090468,888247,101,106
21141355,888247,401,48
65025136,888247,005,1
65025137,888247,005,1
21141200,888247,401,2
21031714,888247,005,36
67070314,888247,005,36
21189185,888247,101,120
21087366,888247,105,5
21189377,888247,005,6
21055185,888247,411,144
20276669,888247,005,12
21087371,888247,011,6
65000103,888247,011,6
65000101,888247,001,24
21028785,888248,005,1
68362182,888248,001,6
21028788,888248,005,1
21095090,888248,005,1
65000102,888248,005,1
21189192,888248,005,3
20223740,888248,005,2
20223744,888248,005,2
20296453,888248,005,1
65000103,888248,005,30
21189185,888248,111,14
21141359,888248,005,1
65025031,888248,105,5
21026564,888248,005,20
21087826,888248,101,1
21135330,888248,001,48
65000101,888248,111,144
65038606,888248,005,16
21087822,888248,005,2
20260326,888248,005,24
68195038,888248,005,1
68362180,888248,005,2
68362154,888248,005,2
67017903,888248,005,1
21087371,888248,005,20
21031723,888248,105,5
21152629,888248,101,96
65038603,888248,001,5
21038478,888248,405,5
21031712,888248,011,8
65000323,888248,005,6
67052108,888248,011,3
65000309,888248,005,2
65000058,888248,001,15
21031720,888248,005,2
21087823,888248,101,168
20271668,888248,005,1
21038318,888248,105,5
20273957,888248,401,20
21038480,888248,005,28
21087824,888248,005,1
21141353,888248,001,48
21141201,888248,005,12
65000301,888248,411,14
21141185,888248,005,1
21055185,888248,005,12
21087816,888248,001,60
21031713,888248,401,7
65000062,888248,411,3
20296649,888248,005,1
21028789,888248,400,12
20271670,888248,005,1
65000048,888248,411,7
21087365,888248,401,54
65000315,888248,005,36
21087372,888248,111,39
21088945,888248,005,2
20271669,888248,105,7
65025137,888248,005,72
65000047,888248,401,120
65000094,888249,005,3
21031722,888249,105,1
20260326,888249,005,16
21068907,888249,005,1
21141359,888249,005,1
21028789,888249,111,24
21087371,888249,105,1
65038606,888249,005,1
20103643,888249,005,12
20271669,888249,005,1
68362182,888249,005,24
21038477,888249,005,1
65000099,888249,400,12
21038482,888249,005,1
21141201,888249,111,24
65000174,888249,005,1
65000208,888249,011,24
21141356,888249,005,1
65000313,888249,005,1
65000178,888249,401,2
65000311,888249,105,2
21142889,888249,401,24
67386922,888249,001,3
67386924,888249,001,3
65000046,888249,005,36
21028786,888249,005,1
20271670,888249,411,36
65000062,888249,005,1
65000177,888249,005,1
65000043,888249,105,1
20271671,888249,005,12
65000058,888249,001,12
21038481,888249,005,6
67052108,888249,005,24
21189002,888249,005,1
65000315,888249,111,12
65000323,888249,111,2
68362156,888249,411,40
21087822,888249,001,12
68558777,888249,005,1
65000047,888249,401,1
21087826,888249,411,2
68520973,888249,001,4
21087372,888249,111,16
21038480,888249,005,30
20271665,888249,005,1
21038476,888249,005,20
21031713,888249,005,1
21141185,888249,001,24
21051152,888249,005,1
21087819,888249,005,1
21087821,888249,005,1
20296453,888249,101,2
21088945,888249,405,1
21188999,888249,011,24
65000176,888249,401,3
65000302,888249,001,1
21087368,888249,005,28
65000309,888249,005,20
65025031,888249,005,1
21090467,888249,001,3
21087823,888250,005,1
21039239,888250,011,5
21135330,888250,005,1
65025137,888250,005,1
67606813,888250,111,72
68520973,888250,011,3
21028787,888250,005,30
21068907,888250,401,18
21038476,888250,005,1
21088608,888250,011,5
65000052,888250,005,12
21141185,888250,005,1
21071761,888250,105,6
68362180,888250,005,20
65000101,888250,005,3
20093126,888250,005,2
21087819,888250,005,1
65000177,888250,400,12
20276669,888250,001,4
20271670,888250,011,5
20260326,888250,001,24
21087820,888250,001,24
68195038,888250,401,7
65000043,888250,005,2
65000207,888250,411,3
65000058,888250,005,36
67158723,888250,111,5
21087368,888250,005,1
20273957,888250,005,24
20064019,888250,005,3
67158727,888250,001,24
21028789,888250,101,8
21055185,888250,111,96
21031719,888250,001,24
65000048,888250,105,5
21031722,888250,105,5
21087824,888250,005,1
65000099,888250,005,2
21038483,888250,005,3
21090926,888250,005,2
21039240,888250,101,49
20103643,888250,005,1
20276672,888250,401,2
65000208,888250,005,1
65000237,888250,001,24
21141201,888250,411,4
20260325,888250,005,1
21083504,888250,105,7
68362158,888250,005,24
21188999,888250,005,1
21141354,888250,005,1
68558777,888250,005,12
21038477,888250,005,1
68362156,888250,101,32
68362154,888250,001,24
21087815,888250,005,6
68195031,888250,005,20
21036758,888250,401,20
21189303,888250,005,16
21088946,888250,411,72
21090925,888250,005,28
21087826,888250,405,6
21087816,888251,005,8
20272817,888251,001,24
21038334,888251,111,49
67613440,888251,005,1
67158727,888251,005,1
65000175,888251,005,1
21188999,888251,005,12
21087825,888251,005,1
20276672,888251,005,20
21038477,888251,005,24
20067720,888251,005,1
21087823,888251,005,1
21141353,888251,401,2
65025136,888251,105,1
21141200,888251,105,2
65000302,888251,401,1
21028787,888251,005,24
68362180,888251,401,4
21087819,888251,401,36
21051154,888251,101,32
20271669,888251,005,16
21087371,888251,011,13
68195031,888251,005,1
21087377,888251,411,48
20260326,888251,005,1
65025137,888251,005,2
21087822,888251,101,48
67526330,888251,401,6
67898916,888251,401,6
68148519,888251,401,6
65000101,888251,005,20
21189303,888251,005,12
21087372,888251,005,2
21131510,888251,001,15
68362156,888251,001,16
21088945,888251,005,2
21031722,888251,005,1
68594505,888251,400,20
21141201,888251,005,1
21018875,888251,005,1
20093126,888251,005,1
21031719,888251,001,24
21028788,888251,011,24
65000207,888251,111,4
65000311,888251,005,6
20103643,888251,005,1
67500261,888251,005,2
65000208,888251,005,36
21141355,888251,105,1
68362155,888251,011,48
65000052,888251,005,30
21031714,888251,001,3
67070314,888251,001,3
20271668,888251,001,6
65000313,888251,001,72
65000097,888251,001,12
21090926,888251,005,28
21051152,888251,101,48
21141202,888251,101,3
21028785,888251,005,1
21141183,888251,011,48
21141356,888251,400,12
21189196,888251,005,1
65000098,888251,105,2
65000102,888251,405,5
68362182,888251,005,1
20260325,888252,005,12
21088946,888252,005,1
21090926,888252,005,1
65038606,888252,005,20
21038334,888252,001,36
68362158,888252,101,16
20223740,888252,400,12
20223744,888252,400,12
21051152,888252,005,1
21087374,888252,005,36
21028784,888252,411,48
68362154,888252,001,20
67386922,888252,101,24
67386924,888252,101,24
21087822,888252,001,24
21087377,888252,005,24
65000178,888252,001,2
65000174,888252,005,1
21189002,888252,001,2
21028789,888252,101,3
68362181,888252,401,1
21087824,888252,405,3
65000052,888252,005,1
65000045,888252,005,12
21031712,888252,005,1
67014611,888252,005,1
21131510,888252,005,1
21031713,888252,101,2
67500261,888252,105,2
21088608,888252,401,20
67158723,888252,005,1
68520973,888252,001,1
21039239,888252,005,6
21141352,888252,001,24
21088945,888252,005,48
21028788,888252,005,1
20064019,888252,401,3
21038481,888252,005,1
20271665,888252,105,2
21051151,888252,005,1
65036972,888252,005,1
21087820,888252,005,1
68195038,888252,005,20
68594505,888252,005,1
65000315,888252,401,1
21038482,888252,005,16
21095090,888252,005,30
21018875,888252,111,48
21087821,888252,005,1
21031721,888252,400,1
21038318,888252,111,29
21135330,888252,005,1
68644416,888252,105,3
21087371,888252,005,1
65000323,888252,005,1
68362159,888252,011,6
21152627,888252,401,36
21087826,888252,005,28
21189185,888252,005,1
21090468,888252,105,1
21087816,888252,005,1
67606813,888252,005,1
21087372,888253,411,2448
21087816,888253,005,11
65000174,888253,005,1240
21188999,888253,005,1
67014611,888253,001,1500
21031714,888253,005,20
67070314,888253,005,20
68362154,888253,411,5020
68421177,888253,005,6
20271669,888253,105,60
21087824,888253,005,1
67606813,888253,001,168
21038480,888253,001,744
21038476,888253,005,13
21031720,888253,111,4584
21038482,888253,005,1
21088946,888253,005,9
65025137,888253,005,1
21087822,888253,005,4872
21141355,888253,011,3042
21189002,888253,105,43
21051154,888253,411,6786
21142890,888253,400,12
67613440,888253,111,1920
65000044,888253,405,45
65000045,888253,005,9
65000098,888253,005,2
65000043,888253,005,540
68362180,888253,005,1
21141202,888253,001,288
65025035,888253,005,1
21051151,888253,111,412
65036972,888253,111,412
21087379,888253,005,16
68644416,888253,005,1968
20296453,888253,011,1854
21135330,888253,005,12
21087815,888253,001,186
65038606,888253,005,10
65000173,888253,101,51
67158723,888253,001,1424
65000100,888253,001,816
65000097,888253,105,26
20098682,888253,005,25
21038477,888253,011,744
20271668,888253,005,21
21087823,888253,005,1
68362156,888253,005,10
65000302,888253,005,1
20064019,888253,411,484
65000048,888253,401,32
21051152,888253,005,1404
21141183,888253,005,10
68558777,888253,111,4058
65000313,888253,005,5
65000058,888253,401,9
21189377,888253,011,431
20093126,888253,001,192
21038483,888253,105,55
68195038,888253,005,1
21090468,888253,005,12
65000050,888253,005,10
21031723,888253,401,31
67158727,888253,111,5976
67386922,888253,001,216
67386924,888253,001,216
21141359,888254,111,1512
65000102,888254,005,3
65000176,888254,105,10
21088945,888254,001,192
65025137,888254,101,55
21142890,888254,105,8
21095090,888254,005,2
21141355,888254,005,600
68362155,888254,001,280
67158725,888254,411,960
67158727,888254,005,12
21083504,888254,405,10
65025136,888254,005,3
21142889,888254,101,304
20280036,888254,005,3
21090925,888254,005,1
21038320,888254,005,16
21141356,888254,001,31
21038483,888254,005,1
21087821,888254,005,216
68362182,888254,005,20
21055185,888254,005,1
21068907,888254,011,450
65038606,888254,101,12
21189002,888254,005,3
21038476,888254,005,450
65000175,888254,111,984
21087822,888254,001,272
20296453,888254,005,1
65000209,888254,001,224
20271669,888254,005,1
68520973,888254,001,60
21038480,888254,005,3
21087377,888254,401,45
65000046,888254,011,378
21087379,888254,005,3
20103643,888254,005,2
21088946,888254,005,2
21071761,888254,005,1
65000174,888254,400,12
68362159,888254,005,3
21141201,888254,005,400
21189196,888254,105,11
65000101,888254,401,2
65000302,888254,005,6
21051152,888254,101,644
21131510,888254,105,10
65000098,888254,005,1
68421177,888254,411,1460
21087825,888254,005,980
21141352,888254,401,2
21038481,888254,401,5
68558777,888254,005,1
20271671,888254,005,1
21087366,888254,005,1
21028789,888254,011,132
20093128,888254,411,1242
68362158,888254,005,1
20296649,888254,001,312
20271668,888254,005,360
65000046,888255,005,10
21189002,888255,001,114
68362181,888255,001,187
21087823,888255,005,300
21141610,888255,005,5
21189303,888255,005,12
65000099,888255,005,1
65000101,888255,105,21
21189192,888255,101,29
21141183,888255,401,25
21038318,888255,005,2
20271670,888255,005,12
