uniqueId,uid,NormCode,SOQ
65000100,1067344,005,12
65038603,1067344,005,1
21087377,1067344,001,4
65000323,1067344,001,2
65000044,1067344,011,24
21038483,1067344,005,1
21038481,1067344,001,24
21141200,1067344,401,2
20223740,1067344,005,1
20223744,1067344,005,1
20064019,1067344,400,12
21141354,1067344,005,36
20098611,1067344,005,20
21141352,1067344,005,1
20271665,1067345,401,1
65000313,1067345,411,24
65000311,1067345,005,36
21141183,1067345,005,1
21087819,1067345,005,1
21141184,1067345,005,1
20280036,1067345,005,1
21090468,1067345,005,28
21026564,1067345,111,24
20271669,1067345,001,2
20280037,1067345,001,16
21028789,1067345,111,20
20067720,1067345,005,1
21087379,1067345,001,18
21031723,1067345,001,24
20223740,1067345,005,1
20223744,1067345,005,1
20271670,1067345,005,20
65000208,1067345,005,1
21088945,1067345,005,30
21087826,1067345,111,2
68362159,1067345,005,1
65000102,1067345,005,1
21038481,1067345,011,3
21131510,1067345,001,1
65000062,1067345,005,1
21028788,1067345,101,16
65000050,1067345,001,1
21051152,1067345,005,1
21152629,1067345,411,18
21087371,1067345,405,1
21142889,1067345,111,24
21189189,1067345,111,1
21038323,1067345,005,1
21031719,1067345,005,20
65000048,1067345,001,1
21028787,1067345,005,1
21087820,1067345,401,1
65000058,1067345,400,12
65000052,1067345,005,6
21095090,1067345,005,1
65000237,1067345,401,1
21018875,1067345,011,36
67158727,1067345,005,1
68594505,1067345,005,1
65000044,1067345,105,1
21090926,1067345,005,1
21141353,1067345,005,1
68362181,1067345,005,12
68362155,1067345,005,1
65000177,1067345,401,1
21038480,1067345,001,16
20276672,1067345,005,1
65000047,1067345,105,1
20098611,1067345,411,20
68520982,1067345,005,1
67014611,1067345,005,24
21087374,1067345,105,1
21038477,1067345,105,1
21141185,1067345,011,24
21083504,1067345,005,24
67526330,1067345,005,16
67898916,1067345,005,16
68148519,1067345,005,16
65000315,1067345,001,54
65000173,1067346,005,1316
65000047,1067346,111,150
21068907,1067346,111,1392
21036758,1067346,005,20
20280037,1067346,005,13
68558777,1067346,005,2
65000058,1067346,005,7
21087371,1067346,005,8
21087822,1067346,011,368
67158723,1067346,005,2
21090925,1067346,401,1
21188999,1067346,405,17
21090926,1067346,111,1042
65000175,1067346,005,1
21189196,1067346,105,13
21189185,1067346,011,522
68362159,1067346,005,1
21090468,1067346,005,6
21141356,1067346,005,12
65025137,1067346,005,1
65000176,1067346,111,352
21087368,1067346,111,1824
68362181,1067346,005,1
65000100,1067346,005,600
21031723,1067346,011,208
21026564,1067346,401,35
68362155,1067346,005,1
65000313,1067346,005,1200
21038334,1067346,001,72
21031713,1067346,005,6
20271670,1067346,011,450
21088945,1067346,105,11
21038476,1067346,411,2180
21087821,1067346,005,12
21051151,1067346,011,336
65036972,1067346,011,336
21028789,1067346,005,16
21189377,1067346,105,11
21051153,1067346,005,1
21051154,1067346,005,2
21141359,1067346,005,1
21031712,1067346,105,12
21031719,1067346,001,120
20223740,1067346,001,432
20223744,1067346,001,432
65000048,1067346,101,12
21152629,1067346,411,1674
65000094,1067346,401,7
21031718,1067346,005,260
65000208,1067346,005,1
65000309,1067346,005,540
65025136,1067346,401,2
67606813,1067346,005,5
20067720,1067346,400,12
65000174,1067346,411,1296
21031721,1067346,005,1
20098611,1067346,005,1
21028788,1067346,001,99
21087816,1067346,001,48
21141201,1067346,005,3
21028785,1067346,005,3
20093128,1067346,005,3
65000323,1067347,105,2
65000052,1067347,005,1
21087823,1067347,005,1
21031712,1067347,411,5
65000101,1067347,105,1
21189192,1067347,005,6
21031720,1067347,001,24
68558777,1067347,105,1
21031718,1067347,005,1
68362154,1067347,005,48
65000103,1067347,005,1
21087374,1067347,105,3
67158723,1067347,005,20
65000176,1067347,101,24
65025031,1067347,005,1
21071761,1067347,405,1
20271668,1067347,005,1
21031721,1067347,005,1
21087821,1067347,101,32
21036758,1067347,001,3
21038318,1067347,401,1
20260325,1067347,005,1
65000315,1067347,005,1
21087366,1067347,411,18
65000311,1067347,111,3
21090468,1067347,005,16
20064019,1067347,005,1
65000094,1067347,101,5
21087822,1067347,005,56
21152629,1067347,001,3
67017903,1067347,005,1
65000208,1067347,400,12
65000209,1067347,001,2
65000046,1067347,001,3
67052108,1067347,101,48
21087826,1067347,001,24
20223740,1067347,401,48
20223744,1067347,401,48
65000044,1067347,005,36
21051151,1067347,400,1
65036972,1067347,400,1
65000173,1067347,101,20
20093126,1067347,005,1
21141355,1067347,001,12
21031722,1067347,005,1
21141200,1067347,005,12
21038482,1067347,411,60
65038606,1067347,005,20
21038481,1067347,001,16
21189185,1067347,005,1
21189377,1067347,005,30
65000062,1067347,005,12
21141184,1067347,005,1
21051154,1067347,400,1
21088946,1067347,005,1
20271671,1067347,005,1
67613440,1067347,005,1
67014611,1067347,005,1
21088945,1067347,005,1
21087816,1067347,005,1
21189189,1067347,011,16
21141201,1067348,005,12
68362156,1067348,405,39
67526330,1067348,005,1
67898916,1067348,005,1
68148519,1067348,005,1
21083504,1067348,401,16
20098682,1067348,001,60
21141354,1067348,400,12
21189377,1067348,005,5
65025031,1067348,105,20
20271668,1067348,105,23
21087822,1067348,411,1296
21141356,1067348,005,1
68195038,1067348,005,1
65025137,1067348,005,1
21036758,1067348,001,31
67606813,1067348,005,1
65000178,1067348,401,80
21141355,1067348,005,756
21142890,1067348,001,112
21068907,1067348,005,12
20260325,1067348,005,20
65000062,1067348,401,1380
65000176,1067348,005,408
65000044,1067348,011,69
65025136,1067348,111,22
21038478,1067348,005,6
21141200,1067348,005,5
20223740,1067348,005,4
20223744,1067348,005,4
21039239,1067348,005,140
67500261,1067348,011,15
21087377,1067348,401,9
65000100,1067348,005,1
21189196,1067348,005,240
21189002,1067348,005,16
20103643,1067348,011,486
21188999,1067348,101,1272
65000174,1067348,101,875
68362181,1067348,005,4
21152629,1067348,011,684
21087821,1067348,101,432
21087819,1067348,005,1
21141185,1067348,401,13
21028785,1067348,005,1
20276672,1067348,001,23
21038477,1067348,005,1
65000301,1067348,005,1
21038476,1067348,101,1128
21031721,1067348,105,30
21038323,1067348,005,1
21051153,1067348,005,1
20098611,1067348,401,576
65000050,1067348,001,440
21142889,1067348,005,1
20271669,1067348,005,1
65038603,1067348,001,168
20272817,1067348,101,80
21087372,1067348,005,1
65000311,1067348,105,28
65000043,1067348,001,384
21141202,1067348,005,2
21141352,1067348,005,1
21087368,1067348,005,324
68195031,1067348,001,432
67158727,1067349,005,1
21031723,1067349,005,20
67500261,1067349,105,1
21131510,1067349,001,24
21028789,1067349,101,32
21135330,1067349,101,29
68644416,1067349,005,28
21087371,1067349,005,20
65000311,1067349,401,60
21031721,1067349,005,1
21087816,1067349,005,36
21038482,1067349,001,16
21095090,1067349,005,1
65000323,1067349,001,24
21189002,1067349,111,3
21087366,1067349,111,96
21087372,1067349,005,12
21051154,1067349,001,6
21087374,1067349,001,16
21038334,1067349,001,16
65000178,1067349,005,1
21141185,1067349,400,1
21141201,1067349,105,1
65038603,1067349,001,32
67526330,1067349,005,1
67898916,1067349,005,1
68148519,1067349,005,1
21189303,1067349,005,1
21088945,1067349,005,1
21087822,1067349,005,1
20272817,1067349,005,1
67158725,1067349,401,3
21141352,1067349,105,1
65000175,1067349,005,1
21090925,1067349,101,1
20271669,1067349,400,1
65000237,1067349,400,1
21071761,1067349,105,1
68195038,1067349,005,1
21087365,1067349,005,1
21028786,1067349,005,1
65025035,1067349,400,12
21189189,1067349,411,36
68421177,1067349,005,1
21141183,1067349,001,24
65025136,1067349,001,16
65000103,1067349,005,1
67386922,1067349,005,1
67386924,1067349,005,1
68520973,1067349,405,1
68362181,1067349,005,48
20276672,1067349,411,48
21038481,1067349,111,48
21141184,1067349,005,12
20280037,1067349,005,16
21028784,1067349,005,30
65000313,1067349,005,1
20280036,1067349,011,24
21189377,1067349,005,6
65000101,1067349,005,1
21038323,1067349,005,1
21038478,1067349,001,24
20271671,1067349,005,1
20093128,1067349,005,1
21131510,1067350,005,1
21038480,1067350,411,48
20067720,1067350,005,1
21055185,1067350,005,30
21141355,1067350,005,6
20271670,1067350,005,12
20093128,1067350,401,5
68421177,1067350,005,1
65000175,1067350,001,2
21038481,1067350,005,1
67613440,1067350,005,24
20098611,1067350,005,2
21090926,1067350,105,4
67014611,1067350,005,12
65000309,1067350,401,4
65000178,1067350,005,2
21189196,1067350,005,1
21087379,1067350,005,1
21135330,1067350,101,4
21087819,1067350,401,54
21088608,1067350,005,1
21028784,1067350,111,48
65038606,1067350,400,12
68362154,1067350,001,4
65000173,1067350,005,20
21087377,1067350,405,3
67017903,1067350,005,1
21031714,1067350,005,16
67070314,1067350,005,16
21038478,1067350,111,5
65000176,1067350,001,2
21090468,1067350,105,3
20271671,1067350,411,2
21141183,1067350,005,20
67500261,1067350,401,40
21189192,1067350,005,1
65000097,1067350,005,2
21141200,1067350,005,1
65025035,1067350,001,20
20271668,1067350,005,1
65000301,1067350,111,32
21189377,1067350,005,1
65000044,1067350,105,3
65000100,1067350,005,1
65000313,1067350,111,48
21087371,1067350,005,1
21038482,1067350,001,48
21031712,1067350,001,5
21088945,1067350,001,4
21189002,1067350,005,1
65000323,1067350,105,4
68195038,1067350,401,4
65000045,1067350,005,36
21141353,1067350,005,48
65000094,1067350,005,28
21087368,1067350,005,2
21141354,1067350,111,29
20271665,1067350,011,24
65000098,1067350,001,24
21141610,1067350,001,12
21028789,1067350,001,24
21141201,1067350,005,1
21141184,1067350,011,2
68520982,1067350,005,1
21141184,1067351,401,7
21031720,1067351,005,276
68362159,1067351,011,774
68362180,1067351,005,580
68362154,1067351,005,2
21131510,1067351,005,1
21189192,1067351,401,1840
21038476,1067351,105,11
21087379,1067351,005,5
65000311,1067351,005,1
68362182,1067351,005,1
21038483,1067351,005,1
21018875,1067351,101,560
65000045,1067351,005,16
21141610,1067351,005,1
67052108,1067351,005,1848
21039240,1067351,001,96
21028786,1067351,005,1
65000044,1067351,005,1
65000101,1067351,001,41
21141353,1067351,401,7
65000103,1067351,005,4
20098611,1067351,111,16
68644416,1067351,005,1
20271671,1067351,005,1
21051151,1067351,005,3
65036972,1067351,005,3
21087821,1067351,005,1
21141200,1067351,405,11
20064019,1067351,005,2
65000323,1067351,401,1
21189303,1067351,101,1552
21090926,1067351,101,1752
68362158,1067351,001,336
20271670,1067351,411,576
20271665,1067351,105,14
68362156,1067351,401,2070
21152627,1067351,011,180
21090925,1067351,400,12
68594505,1067351,005,1
21087377,1067351,005,6
65000178,1067351,005,1
21141202,1067351,001,168
20098682,1067351,005,1
21090467,1067351,101,58
65000177,1067351,005,756
21087823,1067351,005,12
67158723,1067351,401,51
21038480,1067351,005,864
21095090,1067351,005,1
68520973,1067351,005,5
21028784,1067351,001,520
20260325,1067351,001,176
68195031,1067351,001,48
21087819,1067351,111,1224
68362181,1067351,005,510
21028785,1067351,105,8
65000207,1067351,105,13
21141201,1067351,005,1
21141356,1067351,005,20
65000058,1067352,005,1
65000175,1067352,411,48
21038334,1067352,405,1
65000301,1067352,005,1
21039240,1067352,005,24
21038482,1067352,005,1
65000101,1067352,105,1
65000062,1067352,105,1
68558777,1067352,005,20
21055185,1067352,005,1
20103643,1067352,111,48
21141610,1067352,001,1
20271670,1067352,005,6
20272817,1067352,005,12
21087816,1067352,005,1
65000208,1067352,111,72
21141356,1067352,005,24
68362159,1067352,005,36
21087365,1067352,411,4
21051154,1067352,005,1
65000313,1067352,411,54
20093126,1067352,005,12
65000100,1067352,005,1
65025035,1067352,005,1
65000237,1067352,005,1
20067720,1067352,001,16
21152629,1067352,005,28
21031718,1067352,005,1
21083504,1067352,005,16
65000052,1067352,101,20
68362156,1067352,105,1
68195031,1067352,001,1
65000103,1067352,001,24
67017903,1067352,005,1
65000047,1067352,001,1
20260326,1067352,005,1
21051153,1067352,005,20
67158725,1067352,105,2
21189185,1067352,001,40
21038323,1067352,401,2
21087826,1067352,111,2
21031719,1067352,111,32
21141184,1067352,001,24
20064019,1067352,101,5
20098682,1067352,005,1
21038318,1067352,005,30
21142890,1067352,005,1
65000302,1067352,005,1
21028786,1067352,401,80
21189196,1067352,400,12
21038476,1067352,005,1
21038478,1067352,011,2
20098611,1067352,005,1
21141202,1067352,001,1
65000098,1067352,001,1
68644416,1067352,005,1
20280036,1067352,005,1
21038481,1067352,411,2
21031721,1067352,005,1
21087371,1067352,005,1
65025031,1067352,401,1
65000315,1067353,005,1
21087823,1067353,005,12
20296453,1067353,005,1
21071761,1067353,105,1
21088946,1067353,001,24
21028784,1067353,105,3
21090926,1067353,011,12
21039240,1067353,005,20
65000100,1067353,011,1
21038323,1067353,401,24
21038318,1067353,005,1
21031721,1067353,001,12
21026564,1067353,011,1
21087819,1067353,005,1
20280036,1067353,005,36
21087824,1067353,401,1
65000058,1067353,005,1
21087368,1067353,005,1
21189185,1067353,005,1
20260325,1067353,411,2
20271665,1067353,401,3
21142889,1067353,005,24
21028789,1067353,005,1
21135330,1067353,001,6
68558777,1067353,005,1
21087821,1067353,101,12
20093126,1067353,401,20
68362159,1067353,001,20
21038482,1067353,005,1
67158727,1067353,005,1
68520973,1067353,405,2
65000178,1067353,005,1
21038481,1067353,401,18
21189189,1067353,101,3
20273957,1067353,001,24
65000173,1067353,111,16
65000048,1067353,011,1
20271670,1067353,105,1
67052108,1067353,005,1
65000313,1067353,005,20
65000101,1067353,005,1
21141202,1067353,001,36
65000062,1067353,005,28
21087379,1067353,005,1
68362182,1067353,400,12
21087816,1067353,005,16
67613440,1067353,005,1
21141184,1067353,005,1
20271668,1067353,005,1
65000043,1067353,005,1
21189002,1067353,101,24
21141354,1067353,005,24
21142890,1067353,011,4
21087374,1067353,011,1
65000302,1067353,005,12
21038477,1067353,005,1
20098611,1067353,005,6
21087820,1067353,400,1
65038603,1067353,101,24
67386922,1067353,105,1
67386924,1067353,105,1
21068907,1067353,005,1
21087822,1067353,005,30
65000045,1067353,111,1
20260325,1067354,001,3
21031722,1067354,011,24
21028788,1067354,005,1
21189185,1067354,411,144
21141353,1067354,001,8
68520982,1067354,001,3
68362182,1067354,005,1
21028786,1067354,405,2
21039239,1067354,005,1
68195031,1067354,005,1
20223740,1067354,401,1
20223744,1067354,401,1
65000094,1067354,005,1
68362159,1067354,005,1
