uid,uniqueId
259862,64001637
259862,64002694
259862,20102040
259862,21066127
259862,20274641
259862,64025009
259862,21066124
259862,20243687
259862,20294719
259862,20103382
259862,64025008
259862,64002783
259862,20243776
259862,21034048
259862,66819817
259862,20065158
259862,20243671
259862,21054334
259862,64002793
259862,64002915
259862,21110356
259862,21039808
259862,20297376
259862,21034786
259862,21034047
259862,64002781
259862,64025013
259862,20086845
259862,64002951
259862,20240963
259862,66812336
259862,20265297
259862,32010610
259862,64025011
259862,32010611
259862,21054328
259862,20100045
259862,64021271
259862,64019381
259862,20005151
259862,21034790
259862,20068881
259862,21100935
259862,64002952
259862,20253120
259862,20240931
259862,32010604
259862,21108464
259862,21034050
259862,20265301
259862,20243681
259862,64025010
259862,20245366
259862,21039814
259862,64002949
259862,20243780
259862,21004243
259862,21066125
259862,64019372
259862,20062888
259862,20240380
259862,64002795
259862,20274659
259862,66814791
259862,66813472
259862,20302747
259862,20243222
259862,20074747
259862,20102661
259862,20302752
259862,66816362
259862,21031251
259862,20265295
259819,20243691
259819,20243498
259819,64002913
259819,21051512
259819,20101270
259819,21116083
259819,21158873
259819,64003318
259819,21158868
259819,20062871
259819,63003093
259819,20281498
259819,20281488
259819,64025015
259819,20238634
259819,20248993
259819,20233413
259819,20233409
259819,21158870
259819,20248981
259819,21128067
259819,21066126
259819,21014835
259819,20281492
259819,20062044
259819,20229527
259819,21009946
259819,21116082
259819,64002941
259819,21034049
259819,20229540
259819,64024977
259819,20275617
259819,21158871
259833,20293732
259833,20256155
259833,21108475
259833,32010603
259833,64025007
259833,21027387
259833,32010600
259833,21054330
259833,21129673
259833,21111093
259833,20243495
259833,64002903
259833,20240925
259833,20265305
259833,20238488
259833,65003192
259833,21006077
259833,21121608
259833,65039538
259833,20289614
259833,21123406
259833,65025618
259833,21066122
259833,65003191
259833,65038306
259833,21034052
259833,21129668
259833,20267077
259833,21129672
259833,21018272
259833,64024988
259833,20213851
259833,21112381
259833,20074805
259833,20274645
259833,21112380
259833,65039718
259833,21136040
259833,20244052
259833,21129674
259833,64025003
259833,21054220
259833,21117286
259833,65039539
259833,21112379
259833,20289612
259833,21112378
259833,21129669
259833,65039541
259833,32010597
259833,20238650
259833,21034044
259833,64002863
259833,21103257
259833,21129671
259833,20239268
259833,65003193
259833,21006076
259833,20245423
259833,20234036
259833,21055524
259833,20243772
259833,61062931
259833,20265289
259833,21129670
259833,21066128
259833,64025560
259833,21006075
259833,21014827
259833,32010601
259833,21039810
259833,20243768
259833,64004933
259833,20210695
259833,20294721
259833,64019404
259833,21031256
259833,64030960
259833,32010599
