uid,uniqueId,SQ
196572,20217321,2
196572,68666460,1
196572,67351858,9
196572,21134813,4
196572,67215693,4
196572,21145206,7
196572,67214404,5
196572,68112987,8
196572,68696184,5
196572,75014478,9
196572,20098611,2
196572,75019834,5
196572,68174162,3
196572,68793777,8
196572,20296453,4
196572,68425735,6
196572,75017964,5
196572,75020105,6
196572,67917299,10
196572,20061595,6
196572,67706428,9
196572,66814122,3
196572,21134524,5
196572,21152594,5
196572,68696194,5
196572,67094947,8
196572,21145385,6
196572,67011567,8
196572,68797260,1
196572,20296454,5
196572,20067511,2
196572,67912543,4
196572,68607444,5
196572,20098266,7
196572,21145276,7
196572,21145651,2
196572,67000005,6
196572,67304635,6
196572,68228261,2
196572,67307129,10
196572,67766825,6
196572,20279997,8
196572,67876458,9
196572,21188258,9
196572,67876425,6
196572,20098271,2
196572,67002877,8
196572,21024156,7
196572,21156410,1
196572,68425820,1
196572,67706434,5
196572,21189313,4
196572,67037417,8
196572,21154201,2
196572,68191092,3
196572,68145650,1
196572,67706420,1
196572,67470381,2
196572,21024910,1
196572,67470383,4
196572,68716987,8
196572,21037869,10
196572,21145233,4
196572,68299617,8
196572,68621982,3
196572,68788370,1
196572,21139708,9
196572,67876467,8
196572,68793783,4
196572,68345342,3
196572,67470397,8
196572,68499296,7
196572,67706431,2
196572,21134815,6
196572,20296379,10
196572,21075205,6
196572,21145234,5
196572,21183588,9
196572,67944033,4
196572,68282915,6
196572,68546656,7
196572,20204793,4
196572,67090145,6
196572,68441866,7
196572,68499302,3
196572,68792390,1
196572,20106287,8
196572,20207375,6
196572,21156351,2
196572,67876430,1
196572,20105076,7
196572,66814126,7
196572,21134811,2
196572,21186680,1
196572,21154498,9
196572,21037916,7
196572,67682786,7
196572,75019818,9
196572,67004371,2
196572,68376037,8
196572,20296451,2
196572,67876459,10
196572,68666457,8
196572,67002440,1
196572,67706425,6
196572,21145079,10
196572,67871276,7
196572,21075208,9
196572,21155668,9
196572,21149859,10
196572,20064019,10
196572,68425822,3
196572,21070556,7
196572,67756764,5
196572,68546653,4
196572,67209224,5
196572,20061597,8
196572,21134812,3
196572,21145278,9
196572,67876431,2
196572,21075941,2
196572,67470386,7
196572,67764061,2
196572,68276622,3
196572,21135126,7
196572,21183764,5
196572,68666467,8
196572,67823405,6
196572,67942339,10
196572,20111232,3
196572,20111233,4
196572,68299594,5
196572,67793910,1
196572,21036378,9
196572,21156350,1
196572,67725301,2
196572,20223077,8
196572,68498877,8
196572,68425736,7
196572,20298771,2
196572,67985318,9
196572,20276372,3
196572,66814125,6
196572,21070701,2
196572,67793914,5
196572,67108609,10
196572,20062276,7
196572,68394443,4
196572,68793778,9
196572,67912540,1
196572,21135127,8
196572,21149862,3
196572,67002855,6
196572,67706435,6
196572,20098275,6
196572,20067512,3
196572,67944039,10
196572,68496119,10
196572,68793779,10
196572,67362580,1
196572,67823217,8
196572,P0000187,8
196572,67793912,3
196572,21038006,7
196572,67008901,2
196656,20067847,8
196656,68299597,8
196656,68456676,7
196656,68461627,8
196656,68666459,10
196656,67867904,5
196656,67706449,10
196656,68696183,4
196656,21134809,10
196656,21156198,9
196656,20098274,5
196656,20071165,6
196656,21183587,8
196656,67002878,9
196656,68507769,10
196656,20067849,10
196656,68480195,6
196656,20110958,9
196656,68278938,9
196656,67756763,4
196656,21131360,1
196656,67766816,7
196656,68392957,8
196656,21152399,10
196656,68593200,1
196656,68645586,7
196656,21156200,1
196656,67756765,6
196656,20217318,9
196656,67766811,2
196656,20071164,5
196656,67871279,10
196656,68129973,4
196656,20221636,7
196656,20070252,3
196656,21183585,6
196656,21023632,3
196656,75017961,2
196656,21149863,4
196656,68666466,7
196656,67725303,4
196656,67876424,5
196656,68447891,2
196656,68792386,7
196656,21145273,4
196656,75019835,6
196656,21138871,2
196656,21145261,2
196656,68299595,6
196656,68282919,10
196656,21010275,6
196656,21156201,2
196656,67469820,1
196656,68272980,1
196656,20062262,3
196656,68499298,9
196656,21152595,6
196656,67756761,2
196656,67904085,6
196656,68174288,9
196656,68696180,1
196656,21135330,1
196656,21138791,2
196656,20273183,4
196656,21024490,1
196656,68568521,2
196656,68794625,6
196656,67470401,2
196656,67938986,7
196656,68299590,1
196656,21075422,3
196656,67917297,8
196656,21024425,6
196656,68425737,8
196656,21139707,8
196656,68299591,2
196656,67470382,3
196656,67008676,7
196656,68191090,1
196656,21024488,9
196656,21145080,1
196656,21146350,1
196656,20095537,8
196656,21024834,5
196656,20279992,3
196656,68793776,7
196656,67876463,4
196656,G0001919,10
196656,20280286,7
196656,21145275,6
196656,68670518,9
196656,67397857,8
196656,67823221,2
196656,68272978,9
196656,20098682,3
196656,20296452,3
196656,21141762,3
196656,21145085,6
196656,68370602,3
196656,20241706,7
196656,21134808,9
196656,67823407,8
196656,20108353,4
196656,20280075,6
196656,21154185,6
196656,68501072,3
196656,68621988,9
196656,68282911,2
196656,68282913,4
196656,68345346,7
196656,75020061,2
196656,21073998,9
196656,21149156,7
196656,66814123,4
196656,67823219,10
196656,67008664,5
196656,21036376,7
196656,66814121,2
196656,67942337,8
196656,20095665,6
196656,20098272,3
196656,67351865,6
196656,20106026,7
196656,20107157,8
196656,21181960,1
196656,67823413,4
196656,67960212,3
196656,67304632,3
196656,20062887,8
196656,67471234,5
196656,68299608,9
196656,67004131,2
196656,68576765,6
196656,68568498,9
196656,21024489,10
196656,21139467,8
196656,20228172,3
196656,20069214,5
196656,21145277,8
196656,21010153,4
196656,68716984,5
196656,21186676,7
196656,20098278,9
196656,68621984,5
196656,68145648,9
196656,20106358,9
196656,21037872,3
196656,21183586,7
196656,21188974,5
196656,68272982,3
196656,68621986,7
196656,20068169,10
196656,20110173,4
196656,21149860,1
196656,21130718,9
196656,67205700,1
196656,68608252,3
196656,20095536,7
196656,21182165,6
196656,20296380,1
196656,67117447,8
196656,67205709,10
196656,21134814,5
196656,20205024,5
196656,67470405,6
196656,67090151,2
196656,20109587,8
196656,21068907,8
196656,20102136,7
196656,68272984,5
196656,21024426,7
196656,67793906,7
196656,68299605,6
196656,67795168,9
196656,67062796,7
196656,67725299,10
196656,68421279,10
196656,68793780,1
196656,20098276,7
196656,21145279,10
196656,21156199,10
196656,67778568,9
196656,68368626,7
196656,67004372,3
196656,68403950,1
196656,21069664,5
196656,68431125,6
196656,21075206,7
196656,67477075,6
196656,20111044,5
196656,68793784,5
196656,75020055,6
196656,20098273,4
196656,21189243,4
196656,20296450,1
196656,21132238,9
196656,67823163,4
196656,68499300,1
196656,67307131,2
196656,68392862,3
196656,20296378,9
196656,21069336,7
196656,21183347,8
196656,67400847,8
196656,67037419,10
196656,21024107,8
196656,68425734,5
196656,67090149,10
196656,21024492,3
196656,20064018,9
196656,21156202,3
196656,67706424,5
196656,21183712,3
196656,20098930,1
196656,21070526,7
196656,21153703,4
196656,67002543,4
196656,21068086,7
196656,68210212,3
196656,21130636,7
196656,67823409,10
196656,21140780,1
196656,67470400,1
196656,68499294,5
196656,21074955,6
196656,67419616,7
196656,21145280,1
196656,67008688,9
196656,21011145,6
196656,20104314,5
196656,68709453,4
196656,68145653,4
196656,67012517,8
196656,68425738,9
196656,21036381,2
196656,21072013,4
196656,67823404,5
196656,67823212,3
196656,21070698,9
196656,20105983,4
196656,67766813,4
196656,67477056,7
196656,67002438,9
196656,66814124,5
196656,68573606,7
196656,67793908,9
196656,21071300,1
196656,68593198,9
196656,67002441,2
196656,21069335,6
196656,67706423,4
196656,20203200,1
196656,21156378,9
196656,21071939,10
196656,68228258,9
196656,68390650,1
196656,20280076,7
196656,67205706,7
196656,20111231,2
196656,20203202,3
196656,21036379,10
196656,68131327,8
196656,68546634,5
196656,68441868,9
196656,68794596,7
196656,21145274,5
196656,67486287,8
196656,68272976,7
196656,21149864,5
196656,68537120,1
196656,20098269,10
196656,20098918,9
196656,21149861,2
196656,67867905,6
196656,21037596,7
196656,20111230,1
196656,67078949,10
196656,67867902,3
196656,21155703,4
196656,68573604,5
196656,67160356,7
196656,68115761,2
196656,68670517,8
196656,21141765,6
196656,68692425,6
196656,20068869,10
196656,68345344,5
196656,21036380,1
196656,20217321,2
196656,68666460,1
196656,67351858,9
196656,21134813,4
196656,67215693,4
196656,21145206,7
196656,67214404,5
196656,68112987,8
196656,68696184,5
196656,75014478,9
196656,20098611,2
196656,75019834,5
196656,68174162,3
196656,68793777,8
196656,20296453,4
196656,68425735,6
196656,75017964,5
196656,75020105,6
196656,67917299,10
196656,20061595,6
196656,67706428,9
196656,66814122,3
196656,21134524,5
196656,21152594,5
196656,68696194,5
196656,67094947,8
196656,21145385,6
196656,67011567,8
196656,68797260,1
196656,20296454,5
196656,20067511,2
196656,67912543,4
196656,68607444,5
196656,20098266,7
196656,21145276,7
196656,21145651,2
196656,67000005,6
196656,67304635,6
196656,68228261,2
196656,67307129,10
196656,67766825,6
196656,20279997,8
196656,67876458,9
196656,21188258,9
196656,67876425,6
196656,20098271,2
196656,67002877,8
196656,21024156,7
196656,21156410,1
196656,68425820,1
196656,67706434,5
196656,21189313,4
196656,67037417,8
196656,21154201,2
196656,68191092,3
196656,68145650,1
196656,67706420,1
196656,67470381,2
196656,21024910,1
196656,67470383,4
196656,68716987,8
196656,21037869,10
196656,21145233,4
196656,68299617,8
196656,68621982,3
196656,68788370,1
196656,21139708,9
196656,67876467,8
196656,68793783,4
196656,68345342,3
196656,67470397,8
196656,68499296,7
196656,67706431,2
196656,21134815,6
196656,20296379,10
196656,21075205,6
196656,21145234,5
196656,21183588,9
196656,67944033,4
196656,68282915,6
196656,68546656,7
196656,20204793,4
196656,67090145,6
196656,68441866,7
196656,68499302,3
196656,68792390,1
196656,20106287,8
196656,20207375,6
196656,21156351,2
196656,67876430,1
196656,20105076,7
196656,66814126,7
196656,21134811,2
196656,21186680,1
196656,21154498,9
196656,21037916,7
196656,67682786,7
196656,75019818,9
196656,67004371,2
196656,68376037,8
196656,20296451,2
196656,67876459,10
196656,68666457,8
196656,67002440,1
196656,67706425,6
196656,21145079,10
196656,67871276,7
196656,21075208,9
196656,21155668,9
196656,21149859,10
196656,20064019,10
196656,68425822,3
196656,21070556,7
196656,67756764,5
196656,68546653,4
196656,67209224,5
196656,20061597,8
196656,21134812,3
196656,21145278,9
196656,67876431,2
196656,21075941,2
196656,67470386,7
196656,67764061,2
196656,68276622,3
196656,21135126,7
196656,21183764,5
196656,68666467,8
196656,67823405,6
196656,67942339,10
196656,20111232,3
196656,20111233,4
196656,68299594,5
196656,67793910,1
196656,21036378,9
196656,21156350,1
196656,67725301,2
196656,20223077,8
196656,68498877,8
196656,68425736,7
196656,20298771,2
196656,67985318,9
196656,20276372,3
196656,66814125,6
196656,21070701,2
196656,67793914,5
196656,67108609,10
196656,20062276,7
196656,68394443,4
196656,68793778,9
196656,67912540,1
196656,21135127,8
196656,21149862,3
196656,67002855,6
196656,67706435,6
196656,20098275,6
196656,20067512,3
196656,67944039,10
196656,68496119,10
196656,68793779,10
196656,67362580,1
196656,67823217,8
196656,P0000187,8
196656,67793912,3
196656,21038006,7
196656,67008901,2
197512,20067847,8
197512,68299597,8
197512,68456676,7
197512,68461627,8
197512,68666459,10
197512,67867904,5
197512,67706449,10
197512,68696183,4
197512,21134809,10
197512,21156198,9
197512,20098274,5
197512,20071165,6
197512,21183587,8
197512,67002878,9
197512,68507769,10
197512,20067849,10
197512,68480195,6
197512,20110958,9
197512,68278938,9
197512,67756763,4
197512,21131360,1
197512,67766816,7
197512,68392957,8
197512,21152399,10
197512,68593200,1
197512,68645586,7
197512,21156200,1
197512,67756765,6
197512,20217318,9
197512,67766811,2
197512,20071164,5
197512,67871279,10
197512,68129973,4
197512,20221636,7
197512,20070252,3
197512,21183585,6
197512,21023632,3
197512,75017961,2
197512,21149863,4
197512,68666466,7
197512,67725303,4
197512,67876424,5
197512,68447891,2
197512,68792386,7
197512,21145273,4
197512,75019835,6
197512,21138871,2
197512,21145261,2
197512,68299595,6
197512,68282919,10
197512,21010275,6
197512,21156201,2
197512,67469820,1
197512,68272980,1
197512,20062262,3
197512,68499298,9
197512,21152595,6
197512,67756761,2
197512,67904085,6
197512,68174288,9
197512,68696180,1
197512,21135330,1
197512,21138791,2
197512,20273183,4
197512,21024490,1
197512,68568521,2
197512,68794625,6
197512,67470401,2
197512,67938986,7
197512,68299590,1
197512,21075422,3
197512,67917297,8
197512,21024425,6
197512,68425737,8
197512,21139707,8
197512,68299591,2
197512,67470382,3
197512,67008676,7
197512,68191090,1
197512,21024488,9
197512,21145080,1
197512,21146350,1
197512,20095537,8
197512,21024834,5
197512,20279992,3
197512,68793776,7
197512,67876463,4
197512,G0001919,10
197512,20280286,7
197512,21145275,6
197512,68670518,9
197512,67397857,8
197512,67823221,2
197512,68272978,9
197512,20098682,3
197512,20296452,3
197512,21141762,3
197512,21145085,6
197512,68370602,3
197512,20241706,7
197512,21134808,9
197512,67823407,8
197512,20108353,4
197512,20280075,6
197512,21154185,6
197512,68501072,3
197512,68621988,9
197512,68282911,2
197512,68282913,4
197512,68345346,7
197512,75020061,2
197512,21073998,9
197512,21149156,7
197512,66814123,4
197512,67823219,10
197512,67008664,5
197512,21036376,7
197512,66814121,2
197512,67942337,8
197512,20095665,6
197512,20098272,3
197512,67351865,6
197512,20106026,7
197512,20107157,8
197512,21181960,1
197512,67823413,4
197512,67960212,3
197512,67304632,3
197512,20062887,8
197512,67471234,5
197512,68299608,9
197512,67004131,2
197512,68576765,6
197512,68568498,9
197512,21024489,10
197512,21139467,8
197512,20228172,3
197512,20069214,5
197512,21145277,8
197512,21010153,4
197512,68716984,5
197512,21186676,7
197512,20098278,9
197512,68621984,5
197512,68145648,9
197512,20106358,9
197512,21037872,3
197512,21183586,7
197512,21188974,5
197512,68272982,3
197512,68621986,7
197512,20068169,10
197512,20110173,4
197512,21149860,1
197512,21130718,9
197512,67205700,1
197512,68608252,3
197512,20095536,7
197512,21182165,6
197512,20296380,1
197512,67117447,8
197512,67205709,10
197512,21134814,5
197512,20205024,5
197512,67470405,6
197512,67090151,2
197512,20109587,8
197512,21068907,8
197512,20102136,7
197512,68272984,5
197512,21024426,7
197512,67793906,7
197512,68299605,6
197512,67795168,9
197512,67062796,7
197512,67725299,10
197512,68421279,10
197512,68793780,1
197512,20098276,7
197512,21145279,10
197512,21156199,10
197512,67778568,9
197512,68368626,7
197512,67004372,3
197512,68403950,1
197512,21069664,5
197512,68431125,6
197512,21075206,7
197512,67477075,6
197512,20111044,5
197512,68793784,5
197512,75020055,6
197512,20098273,4
197512,21189243,4
197512,20296450,1
197512,21132238,9
197512,67823163,4
197512,68499300,1
197512,67307131,2
197512,68392862,3
197512,20296378,9
197512,21069336,7
197512,21183347,8
197512,67400847,8
197512,67037419,10
197512,21024107,8
197512,68425734,5
197512,67090149,10
197512,21024492,3
197512,20064018,9
197512,21156202,3
197512,67706424,5
197512,21183712,3
197512,20098930,1
197512,21070526,7
197512,21153703,4
197512,67002543,4
197512,21068086,7
197512,68210212,3
197512,21130636,7
197512,67823409,10
197512,21140780,1
197512,67470400,1
197512,68499294,5
197512,21074955,6
197512,67419616,7
197512,21145280,1
197512,67008688,9
197512,21011145,6
197512,20104314,5
197512,68709453,4
197512,68145653,4
197512,67012517,8
197512,68425738,9
197512,21036381,2
197512,21072013,4
197512,67823404,5
197512,67823212,3
197512,21070698,9
197512,20105983,4
197512,67766813,4
197512,67477056,7
197512,67002438,9
197512,66814124,5
197512,68573606,7
197512,67793908,9
197512,21071300,1
197512,68593198,9
197512,67002441,2
197512,21069335,6
197512,67706423,4
197512,20203200,1
197512,21156378,9
197512,21071939,10
197512,68228258,9
197512,68390650,1
197512,20280076,7
197512,67205706,7
197512,20111231,2
197512,20203202,3
197512,21036379,10
197512,68131327,8
197512,68546634,5
197512,68441868,9
197512,68794596,7
197512,21145274,5
197512,67486287,8
197512,68272976,7
197512,21149864,5
197512,68537120,1
197512,20098269,10
197512,20098918,9
197512,21149861,2
197512,67867905,6
197512,21037596,7
197512,20111230,1
197512,67078949,10
197512,67867902,3
197512,21155703,4
197512,68573604,5
197512,67160356,7
197512,68115761,2
197512,68670517,8
197512,21141765,6
197512,68692425,6
197512,20068869,10
197512,68345344,5
197512,21036380,1
197512,20217321,2
197512,68666460,1
197512,67351858,9
197512,21134813,4
197512,67215693,4
197512,21145206,7
197512,67214404,5
197512,68112987,8
197512,68696184,5
197512,75014478,9
197512,20098611,2
197512,75019834,5
197512,68174162,3
197512,68793777,8
197512,20296453,4
197512,68425735,6
197512,75017964,5
197512,75020105,6
197512,67917299,10
197512,20061595,6
197512,67706428,9
197512,66814122,3
197512,21134524,5
197512,21152594,5
197512,68696194,5
197512,67094947,8
197512,21145385,6
197512,67011567,8
197512,68797260,1
197512,20296454,5
197512,20067511,2
197512,67912543,4
197512,68607444,5
197512,20098266,7
197512,21145276,7
197512,21145651,2
197512,67000005,6
197512,67304635,6
197512,68228261,2
197512,67307129,10
197512,67766825,6
197512,20279997,8
197512,67876458,9
197512,21188258,9
197512,67876425,6
197512,20098271,2
197512,67002877,8
197512,21024156,7
197512,21156410,1
197512,68425820,1
197512,67706434,5
197512,21189313,4
197512,67037417,8
197512,21154201,2
197512,68191092,3
197512,68145650,1
197512,67706420,1
197512,67470381,2
197512,21024910,1
197512,67470383,4
197512,68716987,8
197512,21037869,10
197512,21145233,4
197512,68299617,8
197512,68621982,3
197512,68788370,1
197512,21139708,9
197512,67876467,8
197512,68793783,4
197512,68345342,3
197512,67470397,8
197512,68499296,7
197512,67706431,2
197512,21134815,6
197512,20296379,10
197512,21075205,6
197512,21145234,5
197512,21183588,9
197512,67944033,4
197512,68282915,6
197512,68546656,7
197512,20204793,4
197512,67090145,6
197512,68441866,7
197512,68499302,3
197512,68792390,1
197512,20106287,8
197512,20207375,6
197512,21156351,2
197512,67876430,1
197512,20105076,7
197512,66814126,7
197512,21134811,2
197512,21186680,1
197512,21154498,9
197512,21037916,7
197512,67682786,7
197512,75019818,9
197512,67004371,2
197512,68376037,8
197512,20296451,2
197512,67876459,10
197512,68666457,8
197512,67002440,1
197512,67706425,6
197512,21145079,10
197512,67871276,7
197512,21075208,9
197512,21155668,9
197512,21149859,10
197512,20064019,10
197512,68425822,3
197512,21070556,7
197512,67756764,5
197512,68546653,4
197512,67209224,5
197512,20061597,8
197512,21134812,3
197512,21145278,9
197512,67876431,2
197512,21075941,2
197512,67470386,7
197512,67764061,2
197512,68276622,3
197512,21135126,7
197512,21183764,5
197512,68666467,8
197512,67823405,6
197512,67942339,10
197512,20111232,3
197512,20111233,4
197512,68299594,5
197512,67793910,1
197512,21036378,9
197512,21156350,1
197512,67725301,2
197512,20223077,8
197512,68498877,8
197512,68425736,7
197512,20298771,2
197512,67985318,9
197512,20276372,3
197512,66814125,6
197512,21070701,2
197512,67793914,5
197512,67108609,10
197512,20062276,7
197512,68394443,4
197512,68793778,9
197512,67912540,1
197512,21135127,8
197512,21149862,3
197512,67002855,6
197512,67706435,6
197512,20098275,6
197512,20067512,3
197512,67944039,10
197512,68496119,10
197512,68793779,10
197512,67362580,1
197512,67823217,8
197512,P0000187,8
197512,67793912,3
197512,21038006,7
197512,67008901,2
10009,20071645,6
10009,20075428,9
10009,20239342,3
10009,20265851,2
10009,20296218,9
10009,21035372,3
10009,67009486,7
10009,67018353,4
10009,67032277,8
10009,67052346,7
10009,67469019,10
10009,67504762,3
10009,67562557,8
10009,67652196,7
10009,67730225,6
10009,67826018,9
10009,67909278,9
10009,67950271,2
10009,67954144,5
10009,68121973,4
10009,68145786,7
10009,68154483,4
10009,68182253,4
10009,68363071,2
10009,68448754,5
10009,68458930,1
10009,68514294,5
10009,68653133,4
10009,68660011,2
10009,20064976,7
10009,20246067,8
10009,21010385,6
10009,21183718,9
10009,67007028,9
10009,67014426,7
10009,67096421,2
10009,67132788,9
10009,67357002,3
10009,67395960,1
10009,67402719,10
10009,67462656,7
10009,67472794,5
10009,67659645,6
10009,67671124,5
10009,67720274,5
10009,67852719,10
10009,67884551,2
10009,68452926,7
10009,68476574,5
10009,68596662,3
10009,68642089,10
10009,68649771,2
10009,68659010,1
10009,20068317,8
10009,20213583,4
10009,20234557,8
10009,20234565,6
10009,20246084,5
10009,20296309,10
10009,21023634,5
10009,21037214,5
10009,21058471,2
10009,21068925,6
10009,21149840,1
10009,67165586,7
10009,67483677,8
10009,67542965,6
10009,67630379,10
10009,67706424,5
10009,67714425,6
10009,67771970,1
10009,67981467,8
10009,68350078,9
10009,68497458,9
10009,68571721,2
10009,68620131,2
10009,68670034,5
10009,20115394,5
10009,20272593,4
10009,21147352,3
10009,21186536,7
10009,67047640,1
10009,67051037,8
10009,67161368,9
10009,67174367,8
10009,67417259,10
10009,67426891,2
10009,67453808,9
10009,67462796,7
10009,67465326,7
10009,67469452,3
10009,67485493,4
10009,67771910,1
10009,67777451,2
10009,67868154,5
10009,67870353,4
10009,67987005,6
10009,68187994,5
10009,68188805,6
10009,68188821,2
10009,68345734,5
10009,68345825,6
10009,68565615,6
10009,68596665,6
10009,68620115,6
10009,68671362,3
10009,75020069,10
10009,20265457,8
10009,21076007,8
10009,67090560,1
10009,67339074,5
10009,67385124,5
10009,67398082,3
10009,67466245,6
10009,67483361,2
10009,67486060,1
10009,67849530,1
10009,67950289,10
10009,67980136,7
10009,68406998,9
10009,68610019,10
10009,20075427,8
10009,20211353,4
10009,20249673,4
10009,20255426,7
10009,20255485,6
10009,20264737,8
10009,21068994,5
10009,21069300,1
10009,67039339,10
10009,67112128,9
10009,67451849,10
10009,67837825,6
10009,67843818,9
10009,67884479,10
10009,67899162,3
10009,67954555,6
10009,67975930,1
10009,68142118,9
10009,68175135,6
10009,68307743,4
10009,68381631,2
10009,68383813,4
10009,68396033,4
10009,68405401,2
10009,68596659,10
10009,68687273,4
10009,21134297,8
10009,67009433,4
10009,67102308,9
10009,67124578,9
10009,67165588,9
10009,67294909,10
10009,67379441,2
10009,67390308,9
10009,67425741,2
10009,67470614,5
10009,67538925,6
10009,67581679,10
10009,67587799,10
10009,67630374,5
10009,67733946,7
10009,67852472,3
10009,67954230,1
10009,67980138,9
10009,68197060,1
10009,68284628,9
10009,68339197,8
10009,68382558,9
10009,20105544,5
10009,20234563,4
10009,21009569,10
10009,21011837,8
10009,21070141,2
10009,21070234,5
10009,67069721,2
10009,67100431,2
10009,67124993,4
10009,67191611,2
10009,67326616,7
10009,67468927,8
10009,67626343,4
10009,67664522,3
10009,67688125,6
10009,67702007,8
10009,67720276,7
10009,67865348,9
10009,68113767,8
10009,68148315,6
10009,68512656,7
10009,68542101,2
