uid,uniqueId,SQ
10009,67750238,9
10009,67798189,10
10009,67978664,5
10009,68121975,6
10009,20221636,7
10009,20263637,8
10009,21070161,2
10009,67012348,9
10009,67039338,9
10009,67129376,7
10009,67559951,2
10009,67659764,5
10009,68417479,10
10009,20296260,1
10009,67083460,1
10009,67706649,10
10009,21023279,10
10009,67538966,7
10009,67545412,3
10009,67679155,6
10009,67730210,1
10009,67731940,1
10009,68127500,1
10009,20114102,3
10009,67074815,6
10009,67160319,10
10009,68342280,1
10009,21011894,5
10009,67134173,4
10009,67706642,3
10009,68112689,10
10009,68396031,2
10009,20262636,7
10009,20296208,9
10009,21069912,3
10009,67731946,7
10009,68184660,1
10009,68431507,8
10009,68544674,5
10009,67124582,3
10009,67730244,5
10009,68148817,8
10009,68181728,9
10009,68657258,9
10009,20075414,5
10009,21151318,9
10009,67326645,6
10009,67860696,7
10009,68385097,8
10009,68613854,5
10009,20201011,2
10009,67011360,1
10009,67504883,4
10009,67978676,7
10009,68145877,8
10009,68452850,1
10009,21069333,4
10009,67323413,4
10009,68294458,9
10009,68525069,10
10009,20234559,10
10009,21135180,1
10009,67464878,9
10009,67826022,3
10009,68159682,3
10009,68612362,3
10009,75020276,7
10009,66814122,3
10009,67319001,2
10009,67856805,6
10009,68385099,10
10009,68452423,4
10009,21075342,3
10009,67059819,10
10009,68555455,6
10009,67234190,1
10009,68452846,7
10009,68654744,5
10009,20278970,1
10009,68448762,3
10009,21010304,5
10009,67100306,7
10009,67234224,5
10009,68387177,8
10009,20265181,2
10009,68294463,4
10009,67393542,3
10009,67703493,4
10009,68553428,9
10009,75018918,9
10009,67487042,3
10009,68364558,9
10009,68643943,4
10009,67464329,10
10009,20272574,5
10009,67072990,1
10009,68268534,5
10009,67053329,10
10009,67688123,4
10009,P0000174,5
10009,68596658,9
10009,21132981,2
10009,67424031,2
10009,67911474,5
10009,67227453,4
10009,68169015,6
10009,68657260,1
10009,66812929,10
10009,67298963,4
10009,67163773,4
10009,67716223,4
10009,67485502,3
10009,20075420,1
10009,67741710,1
10009,67956546,7
10009,21037199,10
10009,67146636,7
10009,20115136,7
10009,P0000108,9
10009,68293662,3
10009,68428818,9
10009,20062266,7
10009,20066487,8
10009,20092797,8
10009,20104356,7
10009,20109098,9
10009,20254686,7
10009,20264851,2
10009,21069189,10
10009,21184999,10
10009,66822611,2
10009,67037865,6
10009,67100318,9
10009,67100480,1
10009,67128797,8
10009,67174194,5
10009,67401076,7
10009,67464281,2
10009,67464428,9
10009,67543378,9
10009,67567344,5
10009,67605620,1
10009,67730275,6
10009,67730637,8
10009,67842541,2
10009,68142533,4
10009,68192138,9
10009,68272719,10
10009,68381645,6
10009,68385095,6
10009,68385204,5
10009,68388179,10
10009,68389558,9
10009,68463841,2
10009,68506196,7
10009,68617632,3
10009,68620103,4
10009,68654765,6
10009,68657215,6
10009,68681923,4
10009,21068091,2
10009,21069925,6
10009,21151372,3
10009,65024864,5
10009,66813289,10
10009,67054224,5
10009,67064438,9
10009,67083189,10
10009,67162450,1
10009,67165925,6
10009,67235092,3
10009,67247697,8
10009,67348994,5
10009,67419712,3
10009,67423898,9
10009,67541992,3
10009,67703460,1
10009,67730428,9
10009,67766678,9
10009,67771043,4
10009,67912217,8
10009,67923962,3
10009,67950277,8
10009,68112680,1
10009,68367306,7
10009,68557920,1
10009,68641240,1
10009,68653421,2
10009,20240582,3
10009,20257625,6
10009,20279992,3
10009,21068426,7
10009,21070262,3
10009,21133051,2
10009,21135134,5
10009,67037764,5
10009,67038053,4
10009,67101433,4
10009,67177230,1
10009,67425286,7
10009,67483679,10
10009,67504885,6
10009,67541950,1
10009,67595520,1
10009,67717925,6
10009,67750240,1
10009,67768926,7
10009,67870404,5
10009,67930640,1
10009,68128663,4
10009,68156716,7
10009,68174426,7
10009,68339195,6
10009,68508718,9
10009,68557629,10
10009,68655483,4
10009,20211359,10
10009,20296340,1
10009,21069913,4
10009,21071878,9
10009,67064808,9
10009,67161373,4
10009,67333032,3
10009,67431237,8
10009,67466857,8
10009,67528286,7
10009,67565062,3
10009,67614824,5
10009,67624952,3
10009,67770424,5
10009,67975933,4
10009,67982116,7
10009,68121806,7
10009,68143019,10
10009,68148811,2
10009,68197329,10
10009,68340501,2
10009,68363072,3
10009,68373729,10
10009,68383576,7
10009,68415949,10
10009,68431213,4
10009,68448764,5
10009,68471414,5
10009,68505037,8
10009,68613836,7
10009,68653131,2
10009,20101561,2
10009,20223667,8
10009,20229784,5
10009,21076006,7
10009,21132287,8
10009,67030699,10
10009,67132450,1
10009,67163781,2
10009,67165928,9
10009,67207542,3
10009,67401283,4
10009,67472550,1
10009,67485460,1
10009,67796878,9
10009,67870351,2
10009,67945888,9
10009,68213954,5
10009,68265264,5
10009,68269794,5
10009,68452842,3
10009,68557635,6
10009,68565604,5
10009,68649761,2
10009,75018581,2
10009,20101115,6
10009,20105541,2
10009,21037190,1
10009,21068216,7
10009,21070137,8
10009,67482244,5
10009,67509912,3
10009,67587734,5
10009,67700116,7
10009,67724504,5
10009,67796347,8
10009,67853647,8
10009,68123600,1
10009,68173670,1
10009,68197358,9
10009,68356355,6
10009,68438276,7
10009,68620093,4
10009,68640599,10
10009,20241701,2
10009,20279946,7
10009,20289117,8
10009,21068697,8
10009,21069720,1
10009,21073327,8
10009,21135330,1
10009,21153012,3
10009,21186541,2
10009,67030703,4
10009,67272053,4
10009,67365342,3
10009,67521238,9
10009,67824767,8
10009,67894336,7
10009,67954936,7
10009,68119649,10
10009,68293111,2
10009,68463875,6
10009,68619950,1
10009,68642647,8
10009,20261675,6
10009,20265848,9
10009,21071413,4
10009,21071416,7
10009,21130856,7
10009,21135175,6
10009,67008887,8
10009,67064810,1
10009,67080258,9
10009,67165931,2
10009,67349000,1
10009,67464871,2
10009,67472461,2
10009,67504690,1
10009,67725815,6
10009,67767773,4
10009,67772243,4
10009,67849538,9
10009,67884491,2
10009,67954233,4
10009,68142417,8
10009,68382796,7
10009,68515341,2
10009,20099843,4
10009,20105539,10
10009,20265356,7
10009,20269133,4
10009,21069109,10
10009,21131214,5
10009,67010033,4
10009,67012006,7
10009,67023352,3
10009,67127842,3
10009,67326620,1
10009,67418551,2
10009,67422296,7
10009,67496311,2
10009,67600793,4
10009,67852475,6
10009,67860491,2
10009,67872016,7
10009,67949368,9
10009,68373725,6
10009,68408196,7
10009,20108209,10
10009,20255422,3
10009,21011211,2
10009,67162454,5
10009,67162489,10
10009,67235070,1
10009,67373299,10
10009,67433860,1
10009,67465322,3
10009,67612172,3
10009,67714421,2
10009,67750300,1
10009,67770429,10
10009,67943015,6
10009,67952832,3
10009,68119645,6
10009,68339089,10
10009,68452918,9
10009,68502385,6
10009,68553436,7
10009,75018214,5
10009,20064021,2
10009,20201044,5
10009,20245555,6
10009,20249888,9
10009,20262633,4
10009,20262638,9
10009,20278949,10
10009,21037917,8
10009,66812071,2
10009,66819270,1
10009,67159204,5
10009,67272035,6
10009,67462036,7
10009,67462653,4
10009,67485476,7
10009,67954511,2
10009,68271249,10
10009,68300878,9
10009,68300910,1
10009,68626268,9
10009,68661704,5
10009,G0000002,3
10009,20099183,4
10009,20206137,8
10009,20296259,10
10009,21071559,10
10009,67012051,2
10009,67023609,10
10009,67476433,4
10009,67481008,9
10009,67538958,9
10009,67565060,1
10009,67932828,9
10009,67954554,5
10009,67962812,3
10009,68116833,4
10009,68152477,8
10009,68187974,5
10009,68278950,1
10009,68508735,6
10009,68656288,9
10009,20288672,3
10009,20295792,3
10009,21074025,6
10009,67401334,5
10009,67741708,9
10009,67775081,2
10009,67783540,1
10009,67783541,2
10009,67870398,9
10009,68128673,4
10009,68452844,5
10009,68620099,10
10009,68643919,10
10009,68647185,6
10009,68647314,5
10009,68653143,4
10009,20018643,4
10009,20279935,6
10009,21075123,4
10009,21080257,8
10009,21132470,1
10009,67011673,4
10009,67017117,8
10009,67041952,3
10009,67085646,7
10009,67163875,6
10009,67174370,1
10009,67234199,10
10009,67380263,4
10009,67424034,5
10009,67432218,9
10009,67465368,9
10009,67657400,1
10009,67659642,3
10009,67798191,2
10009,68120613,4
10009,68143018,9
10009,68161542,3
10009,68363076,7
10009,68448756,7
10009,68515331,2
10009,68671115,6
10009,20075418,9
10009,20265588,9
10009,20289038,9
10009,21068173,4
10009,67128590,1
10009,67332997,8
10009,67390614,5
10009,67543519,10
10009,67677529,10
10009,68142541,2
10009,68161808,9
10009,68494544,5
10009,68506986,7
10009,68559536,7
10009,20062259,10
10009,20216050,1
10009,67141228,9
10009,67379446,7
10009,67418463,4
10009,67476835,6
10009,67764908,9
10009,67770426,7
10009,68115988,9
10009,68340499,10
10009,68356354,5
10009,20229790,1
10009,20240602,3
10009,20288805,6
10009,20289322,3
10009,67172600,1
10009,67213904,5
10009,67464326,7
10009,67504767,8
10009,67771883,4
10009,67871506,7
10009,67892501,2
10009,67950192,3
10009,68613840,1
10009,68620111,2
10009,68641239,10
10009,20064672,3
10009,20278953,4
10009,21156856,7
10009,34091036,7
10009,67009373,4
10009,67321285,6
10009,67365310,1
10009,67481010,1
10009,67624958,9
10009,67626345,6
10009,67674234,5
10009,67892503,4
10009,68365705,6
10009,68416616,7
10009,68491081,2
10009,68553422,3
10009,20272578,9
10009,21079587,8
10009,67701649,10
10009,67724501,2
10009,67891750,1
10009,68121977,8
10009,68470459,10
10009,21034248,9
10009,67043737,8
10009,67294910,1
10009,67499058,9
10009,67761224,5
10009,68135275,6
10009,68255141,2
10009,68381014,5
10009,68409427,8
10009,68514288,9
10009,68642052,3
10009,75020996,7
10009,20261815,6
10009,20262157,8
10009,21116143,4
10009,21151379,10
10009,67051721,2
10009,67129396,7
10009,67395422,3
10009,67458528,9
10009,67624997,8
10009,67712643,4
10009,67714430,1
10009,68543266,7
10009,21141761,2
10009,67018446,7
10009,67852562,3
10009,67981297,8
10009,75018948,9
10009,20062273,4
10009,20104574,5
10009,21073682,3
10009,67009511,2
10009,67165578,9
10009,67468542,3
10009,67485757,8
10009,67995282,3
10009,68142415,6
10009,68365710,1
10009,68417475,6
10009,68417586,7
10009,68460685,6
10009,68613865,6
10009,21070822,3
10009,21138292,3
10009,67009459,10
10009,67525761,2
10009,67552108,9
10009,67641456,7
10009,67674230,1
10009,67930520,1
10009,68156661,2
10009,68300866,7
10009,68300867,8
10009,68564271,2
10009,68568949,10
10009,20102062,3
10009,20232393,4
10009,20264905,6
10009,21024818,9
10009,21070769,10
10009,67112243,4
10009,67235048,9
10009,67865083,4
10009,67975932,3
10009,68143027,8
10009,68656295,6
10009,67379690,1
10009,67540248,9
10009,68145980,1
10009,68514296,7
10009,68544679,10
10009,68655979,10
10009,21072069,10
10009,21074373,4
10009,66819109,10
10009,67499832,3
10009,67738889,10
10009,67748888,9
10009,68161546,7
10009,68184656,7
10009,68365708,9
10009,68525068,9
10009,68659937,8
10009,21024910,1
10009,67177228,9
10009,67318972,3
10009,67423892,3
10009,67962825,6
10009,68398294,5
10009,68659957,8
10009,20254000,1
10009,21136875,6
10009,67162515,6
10009,67950288,9
10009,68142413,4
10009,68505305,6
10009,21069168,9
10009,67060693,4
10009,67079957,8
10009,67700570,1
10009,67787066,7
10009,68187846,7
10009,68501686,7
10009,68553435,6
10009,75019063,4
10009,20261863,4
10009,21070892,3
10009,67051376,7
10009,67401081,2
10009,67960768,9
10009,68459250,1
10009,68567895,6
10009,68660018,9
10009,21024879,10
10009,21036410,1
10009,21072855,6
10009,66818975,6
10009,67109739,10
10009,67581721,2
10009,68458940,1
10009,68613877,8
10009,20239310,1
10009,20278974,5
10009,67055107,8
10009,67469950,1
10009,67511711,2
10009,67700109,10
10009,68339079,10
10009,68515333,4
10009,67594490,1
10009,68197057,8
10009,68213967,8
10009,68284618,9
10009,75017505,6
10009,67144472,3
10009,67681681,2
10009,67788347,8
10009,67161371,2
10009,67288496,7
10009,67824761,2
10009,67926753,4
10009,68342276,7
10009,67070471,2
10009,67234175,6
10009,67465327,8
10009,67674238,9
10009,68197148,9
10009,68284634,5
10009,21143383,4
10009,67083494,5
10009,67272024,5
10009,67664520,1
10009,67926757,8
10009,67932899,10
10009,68472668,9
10009,75018822,3
10009,75019841,2
10009,67462669,10
10009,67477075,6
10009,67542014,5
10009,68381018,9
10009,68609016,7
10009,20260065,6
10009,21037582,3
10009,67321301,2
10009,68553441,2
10009,75018823,4
10009,67009482,3
10009,67462791,2
10009,68123661,2
10009,20077676,7
10009,67465388,9
10009,75018594,5
10009,21079437,8
10009,67417234,5
10009,68387173,4
10009,67132747,8
10009,20211355,6
10009,67460925,6
10009,67565066,7
10009,67831219,10
10009,21133616,7
10009,67131226,7
10009,68417719,10
10009,G0000520,1
10009,67986681,2
10009,21070081,2
10009,67576491,2
10009,67096228,9
10009,67842540,1
10009,68431713,4
10009,67037558,9
10009,67758160,1
10009,67394561,2
10009,21010147,8
10009,68159516,7
10009,67731978,9
10009,67272026,7
10009,21036239,10
10009,67423896,7
10009,67950270,1
10009,66813285,6
10009,20238857,8
10009,20264856,7
10009,20265841,2
10009,21023495,6
10009,21069719,10
10009,21071141,2
10009,21130328,9
10009,21131699,10
10009,67073420,1
10009,67079954,5
10009,67109927,8
10009,67156880,1
10009,67395457,8
10009,67447540,1
10009,67698755,6
10009,67700447,8
10009,67716287,8
10009,67775085,6
10009,67802654,5
10009,67962990,1
10009,68204046,7
10009,68339134,5
10009,68386265,6
10009,68458130,1
10009,68567899,10
10009,68642648,9
10009,68655646,7
10009,68656291,2
10009,20084189,10
10009,20265361,2
10009,20289036,7
10009,20295564,5
10009,21037211,2
10009,21073329,10
10009,67009573,4
10009,67021403,4
10009,67023354,5
10009,67135731,2
10009,67135733,4
10009,67160306,7
10009,67174314,5
10009,67387236,7
10009,67455324,5
10009,67577079,10
10009,67714418,9
10009,67718426,7
10009,67741552,3
10009,67772223,4
10009,67783025,6
10009,67856807,8
10009,67872018,9
10009,67918298,9
10009,67928494,5
10009,67949318,9
10009,68142100,1
10009,68142419,10
10009,68281581,2
10009,68342266,7
10009,68438266,7
10009,68508737,8
10009,68513104,5
10009,68565610,1
10009,20064885,6
10009,20239299,10
10009,20266110,1
10009,21011175,6
10009,67009579,10
10009,67011348,9
10009,67050981,2
10009,67163767,8
10009,67234180,1
10009,67260690,1
10009,67326629,10
10009,67404456,7
10009,67449891,2
10009,67504759,10
10009,67577078,9
10009,67658456,7
10009,67714072,3
10009,67726589,10
10009,67764759,10
10009,67775091,2
10009,67981264,5
10009,68113278,9
10009,68115983,4
10009,68128352,3
10009,68197001,2
10009,68198958,9
10009,68336314,5
10009,68364552,3
10009,68416857,8
10009,68529854,5
10009,68567903,4
10009,68567906,7
10009,68620109,10
10009,20099204,5
10009,20249854,5
10009,21036163,4
10009,21038002,3
10009,21070188,9
10009,21141448,9
10009,67037550,1
10009,67100341,2
10009,67134499,10
10009,67174361,2
10009,67321347,8
10009,67395973,4
10009,67604474,5
10009,67627881,2
10009,67679318,9
10009,67715701,2
10009,67737631,2
10009,67761191,2
10009,67869640,1
10009,67870392,3
10009,68142421,2
10009,68145797,8
10009,68351711,2
10009,68452838,9
10009,68470461,2
10009,68484795,6
10009,68542855,6
10009,68603026,7
10009,68681906,7
10009,P0000136,7
10009,20062272,3
10009,20261735,6
10009,21037279,10
10009,21074978,9
10009,21075558,9
10009,21076008,9
10009,21151375,6
10009,67007831,2
10009,67012053,4
10009,67379444,5
10009,67462675,6
10009,67462747,8
10009,67465331,2
10009,67470564,5
10009,67483948,9
10009,67849540,1
10009,67955268,9
10009,67956548,9
10009,68385208,9
10009,68459254,5
10009,68491006,7
10009,68649302,3
10009,68651314,5
10009,75020190,1
10009,G0001916,7
10009,20260082,3
10009,20261786,7
10009,21133262,3
10009,21151371,2
10009,34090847,8
10009,67033943,4
10009,67049791,2
10009,67055169,10
10009,67061084,5
10009,67160300,1
10009,67212896,7
10009,67220492,3
10009,67402282,3
10009,67462663,4
10009,67464866,7
10009,67567562,3
10009,67575961,2
10009,67681367,8
10009,67764794,5
10009,67837849,10
10009,67852572,3
10009,67856803,4
10009,67867939,10
10009,67930642,3
10009,67954365,6
10009,67982294,5
10009,68142537,8
10009,68182262,3
10009,68187857,8
10009,68271252,3
10009,68294456,7
10009,68376132,3
10009,68448742,3
10009,68488319,10
10009,68587320,1
10009,20240613,4
10009,20272598,9
10009,67037804,5
10009,67038179,10
10009,67231651,2
10009,67258032,3
10009,67332983,4
10009,67401084,5
10009,67419151,2
10009,67770059,10
10009,68197354,5
10009,68365728,9
10009,68457877,8
10009,68463835,6
10009,68544677,8
10009,68580268,9
10009,68653136,7
10009,68656320,1
10009,75017943,4
10009,20265183,4
10009,67032275,6
10009,67036675,6
10009,67038043,4
10009,67048971,2
10009,67050216,7
10009,67051029,10
10009,67162479,10
10009,67679441,2
10009,67730247,8
10009,67787632,3
10009,67914109,10
10009,67982117,8
10009,68114840,1
10009,68148661,2
10009,68151351,2
10009,68164252,3
10009,68166075,6
10009,68270369,10
10009,68292156,7
10009,68364560,1
10009,68461778,9
10009,68484801,2
10009,68515340,1
10009,68668675,6
10009,20084169,10
10009,20099184,5
10009,20100128,9
10009,20265363,4
10009,21072332,3
10009,21072398,9
10009,21074182,3
10009,66812531,2
10009,67037554,5
10009,67084712,3
10009,67104795,6
10009,67131220,1
10009,67234222,3
10009,67235062,3
10009,67651336,7
10009,67737636,7
10009,67860704,5
10009,68266343,4
10009,68268532,3
10009,68415969,10
10009,68459252,3
10009,68483755,6
10009,68609004,5
10009,68619831,2
10009,68620135,6
10009,68681928,9
10009,20066610,1
10009,20104511,2
10009,20230607,8
10009,21156855,6
10009,67031794,5
10009,67037087,8
10009,67088490,1
10009,67162487,8
10009,67332999,10
10009,67378549,10
10009,67465385,6
10009,67469012,3
10009,67837826,7
10009,67872007,8
10009,68142409,10
10009,68161679,10
10009,68187848,9
10009,68187865,6
10009,68417514,5
10009,68417566,7
10009,20228505,6
10009,20254690,1
10009,21073804,5
10009,21135148,9
10009,67056742,3
10009,67174322,3
10009,67390315,6
10009,67639886,7
10009,67706428,9
10009,67813513,4
10009,67859054,5
10009,67866722,3
10009,67954362,3
10009,67998793,4
10009,68141986,7
10009,68149397,8
10009,68275712,3
10009,68365711,2
10009,68373731,2
10009,68381632,3
10009,68553432,3
10009,68671356,7
10009,20231333,4
10009,67035274,5
10009,67110755,6
10009,67401287,8
10009,67488825,6
10009,67701821,2
10009,67770438,9
10009,67783027,8
10009,68121991,2
10009,68145874,5
10009,68183488,9
10009,68273054,5
10009,68340465,6
10009,68367518,9
10009,68383809,10
10009,68417464,5
10009,68426924,5
10009,68428799,10
10009,68506199,10
10009,68508729,10
10009,68656652,3
10009,20261817,8
10009,20265835,6
10009,21023353,4
10009,65024875,6
10009,67112132,3
10009,67215693,4
10009,67333036,7
10009,67478342,3
10009,67766687,8
10009,67955269,10
10009,68180837,8
10009,68386242,3
10009,68426925,6
10009,68431537,8
10009,68653423,4
10009,75018335,6
10009,20075426,7
10009,20265849,10
10009,21069921,2
10009,21074369,10
10009,67076056,7
10009,67100481,2
10009,67135766,7
10009,67165926,7
10009,67423895,6
10009,67588986,7
10009,67658436,7
10009,67670875,6
10009,67720268,9
10009,67860493,4
10009,67894330,1
10009,67953272,3
10009,68185278,9
10009,68285773,4
10009,68472676,7
10009,68565606,7
10009,20295642,3
10009,21074181,2
10009,67010017,8
10009,67332992,3
10009,67472931,2
10009,67671121,2
10009,67716229,10
10009,67733951,2
10009,68117937,8
10009,68271248,9
10009,68471683,4
10009,68617666,7
10009,68685862,3
10009,20077060,1
10009,20260064,5
10009,20276404,5
10009,21011899,10
10009,67032850,1
10009,67128801,2
10009,67137070,1
10009,67160298,9
10009,67402277,8
10009,67565152,3
10009,67727286,7
10009,67730211,2
10009,67954227,8
10009,67987010,1
10009,68142332,3
10009,68428823,4
10009,67017437,8
10009,67379448,9
10009,67394516,7
10009,67507729,10
10009,67545420,1
10009,67766682,3
10009,67788899,10
10009,68143614,5
10009,20232900,1
10009,20255420,1
10009,20296243,4
10009,67452632,3
10009,67455320,1
10009,67464290,1
10009,67541994,5
10009,67562460,1
10009,68197450,1
10009,68544665,6
10009,20099181,2
10009,20233135,6
10009,20270552,3
10009,21069107,8
10009,21075341,2
10009,67056756,7
10009,67462751,2
10009,67544089,10
10009,67583184,5
10009,67837821,2
10009,68196997,8
10009,20272581,2
10009,21011558,9
10009,21037215,6
10009,67055672,3
10009,67132477,8
10009,67356939,10
10009,67726663,4
10009,67826021,2
10009,68113773,4
10009,68123599,10
10009,68172033,4
10009,68184658,9
10009,68383971,2
10009,68620139,10
10009,20257685,6
10009,21015693,4
10009,67008643,4
10009,67090824,5
10009,67418540,1
10009,68285157,8
10009,68417595,6
10009,75020193,4
10009,20088472,3
10009,67543005,6
10009,68459248,9
10009,20223401,2
10009,20234564,5
10009,20279943,4
10009,21009568,9
10009,21036776,7
10009,21135081,2
10009,67005545,6
10009,67011020,1
10009,67741714,5
10009,68657213,4
10009,75020646,7
10009,21024791,2
10009,21069961,2
10009,21071417,8
10009,21080265,6
10009,67639888,9
10009,67731948,9
10009,67750317,8
10009,68438861,2
10009,68452848,9
10009,68462730,1
10009,68472633,4
10009,68647287,8
10009,20018745,6
10009,21010386,7
10009,21068425,6
10009,21068865,6
10009,67033300,1
10009,67462043,4
10009,67466808,9
10009,67870408,9
10009,20062271,2
10009,67332988,9
10009,67404454,5
10009,67600769,10
10009,67659999,10
10009,67913830,1
10009,20250506,7
10009,67017439,10
10009,67272049,10
10009,67767782,3
10009,68143453,4
10009,68431717,8
10009,68612370,1
10009,68655497,8
10009,20106358,9
10009,20205257,8
10009,21023703,4
10009,21075115,6
10009,67051723,4
10009,67076595,6
10009,67469603,4
10009,67469609,10
10009,67611404,5
10009,67878777,8
10009,67954360,1
10009,67980140,1
10009,68207991,2
10009,68213955,6
10009,68339056,7
10009,68653130,1
10009,20240589,10
10009,20289287,8
10009,21038004,5
10009,67332987,8
10009,67528303,4
10009,67600767,8
10009,68148307,8
10009,68439741,2
10009,21163184,5
10009,67332985,6
10009,67426893,4
10009,68207975,6
10009,68413621,2
10009,68491246,7
10009,75018743,4
10009,67011349,10
10009,67419700,1
10009,68657217,8
10009,20275714,5
10009,21069908,9
10009,67528284,5
10009,67576489,10
10009,68113763,4
10009,68175179,10
10009,67174359,10
10009,67255268,9
10009,67319056,7
10009,67543523,4
10009,67741712,3
10009,67949370,1
10009,67980355,6
10009,20109587,8
10009,67107457,8
10009,67468538,9
10009,67489530,1
10009,67982115,6
10009,20104575,6
10009,66814126,7
10009,20062875,6
10009,21036379,10
10009,67007825,6
10009,67235097,8
10009,67400760,1
10009,67461734,5
10009,67462664,5
10009,67468540,1
10009,67679273,4
10009,68175188,9
10009,68417468,9
10009,68512954,5
10009,20265843,4
10009,67260688,9
10009,67909282,3
10009,67659639,10
10009,67659705,6
10009,67981465,6
10009,68668679,10
10009,34090548,9
10009,67694131,2
10009,67768924,5
10009,21185007,8
10009,67658438,9
10009,67730207,8
10009,68151481,2
10009,68153193,4
10009,68642068,9
10009,67023315,6
10009,67227445,6
10009,67462037,8
10009,67766679,10
10009,68381701,2
10009,67379681,2
10009,67470558,9
10009,67576471,2
10009,67737353,4
10009,68553420,1
10009,75020081,2
10009,68381011,2
10009,20296459,10
10009,67066439,10
10009,20062264,5
10009,21073028,9
10009,67608792,3
10009,67730423,4
10009,67011350,1
10009,67577094,5
10009,67318975,6
10009,67477498,9
10009,20099191,2
10009,67139744,5
10009,67714427,8
10009,67770427,8
10009,67962813,4
10009,67981436,7
10009,21186532,3
10009,68425596,7
10009,75020479,10
10009,21037216,7
10009,68128684,5
10009,67142556,7
10009,20073263,4
10009,67051720,1
10009,P0000133,4
10009,20207344,5
10009,20262632,3
10009,20265834,5
10009,21010649,10
10009,21011663,4
10009,21069240,1
10009,21070901,2
10009,66810414,5
10009,67007829,10
10009,67038175,6
10009,67162509,10
10009,67214299,10
10009,67328889,10
10009,67460923,4
10009,67468892,3
10009,67470616,7
10009,67552124,5
10009,67577095,6
10009,67625216,7
10009,67863755,6
10009,67932904,5
10009,68184654,5
10009,68214129,10
10009,68345492,3
10009,68417455,6
10009,68457885,6
10009,68483762,3
10009,68620091,2
10009,68653127,8
10009,75018467,8
10009,20090017,8
10009,20223685,6
10009,20257666,7
10009,21069877,8
10009,65024861,2
10009,67009515,6
10009,67051041,2
10009,67064440,1
10009,67064444,5
10009,67112471,2
10009,67120905,6
10009,67321281,2
10009,67464473,4
10009,67466259,10
10009,67504764,5
10009,67562562,3
10009,67727277,8
10009,67730654,5
10009,67761221,2
10009,67950280,1
10009,67954234,5
10009,68157002,3
10009,68164259,10
10009,68197413,4
10009,68265268,9
10009,68396027,8
10009,68476578,9
10009,68518759,10
10009,68534074,5
10009,68557922,3
10009,68596671,2
10009,20084181,2
10009,20296244,5
10009,21147337,8
10009,21151317,8
10009,21182830,1
10009,67012047,8
10009,67037085,6
10009,67070176,7
10009,67102053,4
10009,67319052,3
10009,67332994,5
10009,67975929,10
10009,68142411,2
10009,68437280,1
10009,68491069,10
10009,20084182,3
10009,20098941,2
10009,21018836,7
10009,21025077,8
10009,67005547,8
10009,67050587,8
10009,67053363,4
10009,67055171,2
10009,67061089,10
10009,67083482,3
10009,67134175,6
10009,67141672,3
10009,67152841,2
10009,67165880,1
10009,67400761,2
10009,67440186,7
10009,67469010,1
10009,67483359,10
10009,67559961,2
10009,67715864,5
10009,67775087,8
10009,67988924,5
10009,68113786,7
10009,68463877,8
10009,68489349,10
10009,68557919,10
10009,68620095,6
10009,68620129,10
10009,68642060,1
10009,20275717,8
10009,20275959,10
10009,21072083,4
10009,21079597,8
10009,21187635,6
10009,67012049,10
10009,67073016,7
10009,67321291,2
10009,67379686,7
10009,67385122,3
10009,67452559,10
10009,67465382,3
10009,67652176,7
10009,67679200,1
10009,67712641,2
10009,67718430,1
10009,67726666,7
10009,67733155,6
10009,67771897,8
10009,67826442,3
10009,68128677,8
10009,68172462,3
10009,68207990,1
10009,68271251,2
10009,68300920,1
10009,68440909,10
10009,20211389,10
10009,20261862,3
10009,67010910,1
10009,67012346,7
10009,67022894,5
10009,67422290,1
10009,67472939,10
10009,67630927,8
10009,67670882,3
10009,67716241,2
10009,67860698,9
10009,68187852,3
10009,68196030,1
10009,68275476,7
10009,68373735,6
10009,68567908,9
10009,68638834,5
10009,68642067,8
10009,68653024,5
10009,68655521,2
10009,20085575,6
10009,20245710,1
10009,20254005,6
10009,20265587,8
10009,20269250,1
10009,21068993,4
10009,67012352,3
10009,67014644,5
10009,67023321,2
10009,67041950,1
10009,67064814,5
10009,67132481,2
10009,67174198,9
10009,67577097,8
10009,67581715,6
10009,67587736,7
10009,67594492,3
10009,67670877,8
10009,67913826,7
10009,67913828,9
10009,67924966,7
10009,67954232,3
10009,68360736,7
10009,68515337,8
10009,20280215,6
10009,21011707,8
10009,21079770,1
10009,21134363,4
10009,67009540,1
10009,67037762,3
10009,67101690,1
10009,67544772,3
10009,67934711,2
10009,68188000,1
10009,68295886,7
10009,68343740,1
10009,68360749,10
10009,68364556,7
10009,68381638,9
10009,68417515,6
10009,68518757,8
10009,68643958,9
10009,20094676,7
10009,67050499,10
10009,67065050,1
10009,67067342,3
10009,67079969,10
10009,67112475,6
10009,67272042,3
10009,67324402,3
10009,67332993,4
10009,67348996,7
10009,67378439,10
10009,67379678,9
10009,67400749,10
10009,67731944,5
10009,67750310,1
10009,67777200,1
10009,67987004,5
10009,68113120,1
10009,68175193,4
10009,68275487,8
10009,68515339,10
10009,68553438,9
10009,75018637,8
10009,20097555,6
10009,20263447,8
10009,21069308,9
10009,67083213,4
10009,67290290,1
10009,67356937,8
10009,67394532,3
10009,67775077,8
10009,67837822,3
10009,67852566,7
10009,68128681,2
